id,source_image,source_category,crop_left,crop_top,crop_right,crop_bottom,image_label,object_count
X光图片20260907_000061,X光图片20260907/未标注/多余物/多余物 (11).jpg,多余物,0,0,1013,1024,无,0
X光图片20260907_000062,X光图片20260907/未标注/多余物/多余物 (11).jpg,多余物,1013,0,2037,1024,缺陷,1
X光图片20260907_000063,X光图片20260907/未标注/多余物/多余物 (11).jpg,多余物,2037,0,2405,1024,无,0
X光图片20260907_000064,X光图片20260907/未标注/多余物/多余物 (11).jpg,多余物,0,1024,1013,1810,无,0
X光图片20260907_000065,X光图片20260907/未标注/多余物/多余物 (11).jpg,多余物,1013,1024,2037,1810,无,0
X光图片20260907_000066,X光图片20260907/未标注/多余物/多余物 (11).jpg,多余物,2037,1024,2405,1810,无,0
X光图片20260907_000067,X光图片20260907/未标注/多余物/多余物 (12).jpg,多余物,0,0,1065,1024,缺陷,1
X光图片20260907_000068,X光图片20260907/未标注/多余物/多余物 (12).jpg,多余物,1065,0,2089,1024,无,0
X光图片20260907_000069,X光图片20260907/未标注/多余物/多余物 (12).jpg,多余物,2089,0,2410,1024,无,0
X光图片20260907_000070,X光图片20260907/未标注/多余物/多余物 (12).jpg,多余物,0,1024,1065,1810,无,0
X光图片20260907_000071,X光图片20260907/未标注/多余物/多余物 (12).jpg,多余物,1065,1024,2089,1810,无,0
X光图片20260907_000072,X光图片20260907/未标注/多余物/多余物 (12).jpg,多余物,2089,1024,2410,1810,无,0
X光图片20260907_000073,X光图片20260907/未标注/多余物/多余物 (13).jpg,多余物,0,0,1024,1024,无,0
X光图片20260907_000074,X光图片20260907/未标注/多余物/多余物 (13).jpg,多余物,1024,0,2048,1024,缺陷,1
X光图片20260907_000075,X光图片20260907/未标注/多余物/多余物 (13).jpg,多余物,2048,0,2420,1024,无,0
X光图片20260907_000076,X光图片20260907/未标注/多余物/多余物 (13).jpg,多余物,0,1024,1024,1810,缺陷,1
X光图片20260907_000077,X光图片20260907/未标注/多余物/多余物 (13).jpg,多余物,1024,1024,2048,1810,缺陷,1
X光图片20260907_000078,X光图片20260907/未标注/多余物/多余物 (13).jpg,多余物,2048,1024,2420,1810,无,0
X光图片20260907_000079,X光图片20260907/未标注/多余物/多余物 (14).jpg,多余物,0,0,1024,1024,无,0
X光图片20260907_000080,X光图片20260907/未标注/多余物/多余物 (14).jpg,多余物,1024,0,2048,1024,无,0
X光图片20260907_000081,X光图片20260907/未标注/多余物/多余物 (14).jpg,多余物,2048,0,2391,1024,无,0
X光图片20260907_000082,X光图片20260907/未标注/多余物/多余物 (14).jpg,多余物,0,1024,1024,1798,缺陷,1
X光图片20260907_000083,X光图片20260907/未标注/多余物/多余物 (14).jpg,多余物,1024,1024,2048,1798,无,0
X光图片20260907_000084,X光图片20260907/未标注/多余物/多余物 (14).jpg,多余物,2048,1024,2391,1798,无,0
X光图片20260907_000085,X光图片20260907/未标注/多余物/多余物 (15).jpg,多余物,0,0,1024,1024,无,0
X光图片20260907_000086,X光图片20260907/未标注/多余物/多余物 (15).jpg,多余物,1024,0,2048,1024,无,0
X光图片20260907_000087,X光图片20260907/未标注/多余物/多余物 (15).jpg,多余物,2048,0,2398,1024,无,0
X光图片20260907_000088,X光图片20260907/未标注/多余物/多余物 (15).jpg,多余物,0,1024,1024,1798,无,0
X光图片20260907_000089,X光图片20260907/未标注/多余物/多余物 (15).jpg,多余物,1024,1024,2048,1798,缺陷,1
X光图片20260907_000090,X光图片20260907/未标注/多余物/多余物 (15).jpg,多余物,2048,1024,2398,1798,无,0
X光图片20260907_000091,X光图片20260907/未标注/多余物/多余物 (16).jpg,多余物,0,0,1024,1024,无,0
X光图片20260907_000092,X光图片20260907/未标注/多余物/多余物 (16).jpg,多余物,1024,0,2048,1024,缺陷,1
X光图片20260907_000093,X光图片20260907/未标注/多余物/多余物 (16).jpg,多余物,2048,0,2403,1024,无,0
X光图片20260907_000094,X光图片20260907/未标注/多余物/多余物 (16).jpg,多余物,0,1024,1024,1813,无,0
X光图片20260907_000095,X光图片20260907/未标注/多余物/多余物 (16).jpg,多余物,1024,1024,2048,1813,无,0
X光图片20260907_000096,X光图片20260907/未标注/多余物/多余物 (16).jpg,多余物,2048,1024,2403,1813,无,0
X光图片20260907_000097,X光图片20260907/未标注/多余物/多余物 (17).jpg,多余物,0,0,1004,620,缺陷,1
X光图片20260907_000098,X光图片20260907/未标注/多余物/多余物 (18).jpg,多余物,0,0,1004,620,缺陷,1
X光图片20260907_000099,X光图片20260907/未标注/多余物/多余物 (19).jpg,多余物,0,0,1004,620,缺陷,2
X光图片20260907_000100,X光图片20260907/未标注/多余物/多余物 (20).jpg,多余物,0,0,1004,620,缺陷,1
X光图片20260907_000101,X光图片20260907/未标注/多余物/多余物 (21).jpg,多余物,0,0,1004,620,缺陷,1
X光图片20260907_000102,X光图片20260907/未标注/多余物/多余物 (22).jpg,多余物,0,0,1004,620,缺陷,2
X光图片20260907_000103,X光图片20260907/未标注/多余物/多余物 (23).jpg,多余物,0,0,1004,620,缺陷,6
X光图片20260907_000104,X光图片20260907/未标注/多余物/多余物 (24).jpg,多余物,0,0,1004,620,缺陷,1
X光图片20260907_000105,X光图片20260907/未标注/多余物/多余物 (25).jpg,多余物,0,0,1004,620,缺陷,4
X光图片20260907_000106,X光图片20260907/未标注/多余物/多余物 (26).jpg,多余物,0,0,1004,620,缺陷,1
X光图片20260907_000107,X光图片20260907/未标注/多余物/多余物 (27).jpg,多余物,0,0,1004,620,缺陷,4
X光图片20260907_000108,X光图片20260907/未标注/多余物/多余物 (28).jpg,多余物,0,0,1004,620,缺陷,2
X光图片20260907_000109,X光图片20260907/未标注/多余物/多余物 (29).jpg,多余物,0,0,1004,620,缺陷,1
X光图片20260907_000110,X光图片20260907/未标注/多余物/多余物 (30).jpg,多余物,0,0,1004,620,缺陷,3
X光图片20260907_000111,X光图片20260907/未标注/多余物/多余物 (31).jpg,多余物,0,0,1004,620,缺陷,3
X光图片20260907_000112,X光图片20260907/未标注/多余物/多余物 (32).jpg,多余物,0,0,1004,620,缺陷,1
X光图片20260907_000113,X光图片20260907/未标注/焊点少锡/焊点少锡 (1).jpg,焊点少锡,0,0,1024,1024,无,0
X光图片20260907_000114,X光图片20260907/未标注/焊点少锡/焊点少锡 (1).jpg,焊点少锡,1024,0,2048,1024,缺陷,1
X光图片20260907_000115,X光图片20260907/未标注/焊点少锡/焊点少锡 (1).jpg,焊点少锡,2048,0,2408,1024,无,0
X光图片20260907_000116,X光图片20260907/未标注/焊点少锡/焊点少锡 (1).jpg,焊点少锡,0,1024,1024,1808,无,0
X光图片20260907_000117,X光图片20260907/未标注/焊点少锡/焊点少锡 (1).jpg,焊点少锡,1024,1024,2048,1808,无,0
X光图片20260907_000118,X光图片20260907/未标注/焊点少锡/焊点少锡 (1).jpg,焊点少锡,2048,1024,2408,1808,无,0
X光图片20260907_000119,X光图片20260907/未标注/焊点少锡/焊点少锡 (2).jpg,焊点少锡,0,0,1024,1024,无,0
X光图片20260907_000120,X光图片20260907/未标注/焊点少锡/焊点少锡 (2).jpg,焊点少锡,1024,0,2048,1024,无,0
X光图片20260907_000121,X光图片20260907/未标注/焊点少锡/焊点少锡 (2).jpg,焊点少锡,2048,0,2405,1024,无,0
X光图片20260907_000122,X光图片20260907/未标注/焊点少锡/焊点少锡 (2).jpg,焊点少锡,0,1024,1024,1810,缺陷,1
X光图片20260907_000123,X光图片20260907/未标注/焊点少锡/焊点少锡 (2).jpg,焊点少锡,1024,1024,2048,1810,缺陷,1
X光图片20260907_000124,X光图片20260907/未标注/焊点少锡/焊点少锡 (2).jpg,焊点少锡,2048,1024,2405,1810,无,0
X光图片20260907_000125,X光图片20260907/未标注/焊点少锡/焊点少锡 (3).jpg,焊点少锡,0,0,1024,1024,缺陷,1
X光图片20260907_000126,X光图片20260907/未标注/焊点少锡/焊点少锡 (3).jpg,焊点少锡,1024,0,2048,1024,无,0
X光图片20260907_000127,X光图片20260907/未标注/焊点少锡/焊点少锡 (3).jpg,焊点少锡,2048,0,2394,1024,无,0
X光图片20260907_000128,X光图片20260907/未标注/焊点少锡/焊点少锡 (3).jpg,焊点少锡,0,1024,1024,1798,无,0
X光图片20260907_000129,X光图片20260907/未标注/焊点少锡/焊点少锡 (3).jpg,焊点少锡,1024,1024,2048,1798,无,0
X光图片20260907_000130,X光图片20260907/未标注/焊点少锡/焊点少锡 (3).jpg,焊点少锡,2048,1024,2394,1798,无,0
X光图片20260907_000131,X光图片20260907/未标注/焊点少锡/焊点少锡 (4).jpg,焊点少锡,0,0,1024,1024,缺陷,1
X光图片20260907_000132,X光图片20260907/未标注/焊点少锡/焊点少锡 (4).jpg,焊点少锡,1024,0,2221,1024,无,0
X光图片20260907_000133,X光图片20260907/未标注/焊点少锡/焊点少锡 (4).jpg,焊点少锡,0,1024,1024,1806,缺陷,1
X光图片20260907_000134,X光图片20260907/未标注/焊点少锡/焊点少锡 (4).jpg,焊点少锡,1024,1024,2221,1806,无,0
X光图片20260907_000135,X光图片20260907/未标注/焊点少锡/焊点少锡 (5).jpg,焊点少锡,0,0,1024,1024,缺陷,1
X光图片20260907_000136,X光图片20260907/未标注/焊点少锡/焊点少锡 (5).jpg,焊点少锡,1024,0,2048,1024,缺陷,1
X光图片20260907_000137,X光图片20260907/未标注/焊点少锡/焊点少锡 (5).jpg,焊点少锡,2048,0,2408,1024,无,0
X光图片20260907_000138,X光图片20260907/未标注/焊点少锡/焊点少锡 (5).jpg,焊点少锡,0,1024,1024,1806,无,0
X光图片20260907_000139,X光图片20260907/未标注/焊点少锡/焊点少锡 (5).jpg,焊点少锡,1024,1024,2048,1806,无,0
X光图片20260907_000140,X光图片20260907/未标注/焊点少锡/焊点少锡 (5).jpg,焊点少锡,2048,1024,2408,1806,无,0
X光图片20260907_000141,X光图片20260907/未标注/焊点少锡/焊点少锡 (6).jpg,焊点少锡,0,0,1024,1024,无,0
X光图片20260907_000142,X光图片20260907/未标注/焊点少锡/焊点少锡 (6).jpg,焊点少锡,1024,0,2048,1024,缺陷,1
X光图片20260907_000143,X光图片20260907/未标注/焊点少锡/焊点少锡 (6).jpg,焊点少锡,2048,0,2410,1024,无,0
X光图片20260907_000144,X光图片20260907/未标注/焊点少锡/焊点少锡 (6).jpg,焊点少锡,0,1024,1024,1808,无,0
X光图片20260907_000145,X光图片20260907/未标注/焊点少锡/焊点少锡 (6).jpg,焊点少锡,1024,1024,2048,1808,缺陷,1
X光图片20260907_000146,X光图片20260907/未标注/焊点少锡/焊点少锡 (6).jpg,焊点少锡,2048,1024,2410,1808,无,0
X光图片20260907_000147,X光图片20260907/未标注/焊点少锡/焊点少锡 (7).jpg,焊点少锡,0,0,1024,1035,无,0
X光图片20260907_000148,X光图片20260907/未标注/焊点少锡/焊点少锡 (7).jpg,焊点少锡,1024,0,2048,1035,缺陷,1
X光图片20260907_000149,X光图片20260907/未标注/焊点少锡/焊点少锡 (7).jpg,焊点少锡,2048,0,2403,1035,无,0
X光图片20260907_000150,X光图片20260907/未标注/焊点少锡/焊点少锡 (7).jpg,焊点少锡,0,1035,1024,1806,无,0
X光图片20260907_000151,X光图片20260907/未标注/焊点少锡/焊点少锡 (7).jpg,焊点少锡,1024,1035,2048,1806,缺陷,1
X光图片20260907_000152,X光图片20260907/未标注/焊点少锡/焊点少锡 (7).jpg,焊点少锡,2048,1035,2403,1806,无,0
X光图片20260907_000153,X光图片20260907/未标注/焊点少锡/焊点少锡 (8).jpg,焊点少锡,0,0,1024,1024,无,0
X光图片20260907_000154,X光图片20260907/未标注/焊点少锡/焊点少锡 (8).jpg,焊点少锡,1024,0,2048,1024,缺陷,2
X光图片20260907_000155,X光图片20260907/未标注/焊点少锡/焊点少锡 (8).jpg,焊点少锡,2048,0,2403,1024,无,0
X光图片20260907_000156,X光图片20260907/未标注/焊点少锡/焊点少锡 (8).jpg,焊点少锡,0,1024,1024,1808,无,0
X光图片20260907_000157,X光图片20260907/未标注/焊点少锡/焊点少锡 (8).jpg,焊点少锡,1024,1024,2048,1808,无,0
X光图片20260907_000158,X光图片20260907/未标注/焊点少锡/焊点少锡 (8).jpg,焊点少锡,2048,1024,2403,1808,无,0
X光图片20260907_000159,X光图片20260907/未标注/焊点少锡/焊点少锡 (9).jpg,焊点少锡,0,0,1024,1024,无,0
X光图片20260907_000160,X光图片20260907/未标注/焊点少锡/焊点少锡 (9).jpg,焊点少锡,1024,0,2048,1024,缺陷,1
X光图片20260907_000161,X光图片20260907/未标注/焊点少锡/焊点少锡 (9).jpg,焊点少锡,2048,0,2405,1024,无,0
X光图片20260907_000162,X光图片20260907/未标注/焊点少锡/焊点少锡 (9).jpg,焊点少锡,0,1024,1024,1808,无,0
X光图片20260907_000163,X光图片20260907/未标注/焊点少锡/焊点少锡 (9).jpg,焊点少锡,1024,1024,2048,1808,缺陷,1
X光图片20260907_000164,X光图片20260907/未标注/焊点少锡/焊点少锡 (9).jpg,焊点少锡,2048,1024,2405,1808,无,0
X光图片20260907_000165,X光图片20260907/未标注/焊点少锡/焊点少锡 (10).jpg,焊点少锡,0,0,1024,1024,无,0
X光图片20260907_000166,X光图片20260907/未标注/焊点少锡/焊点少锡 (10).jpg,焊点少锡,1024,0,2048,1024,无,0
X光图片20260907_000167,X光图片20260907/未标注/焊点少锡/焊点少锡 (10).jpg,焊点少锡,2048,0,2403,1024,无,0
X光图片20260907_000168,X光图片20260907/未标注/焊点少锡/焊点少锡 (10).jpg,焊点少锡,0,1024,1024,1803,无,0
X光图片20260907_000169,X光图片20260907/未标注/焊点少锡/焊点少锡 (10).jpg,焊点少锡,1024,1024,2048,1803,缺陷,1
X光图片20260907_000170,X光图片20260907/未标注/焊点少锡/焊点少锡 (10).jpg,焊点少锡,2048,1024,2403,1803,无,0
X光图片20260907_000171,X光图片20260907/未标注/焊点少锡/焊点少锡 (11).jpg,焊点少锡,0,0,1024,1017,无,0
X光图片20260907_000172,X光图片20260907/未标注/焊点少锡/焊点少锡 (11).jpg,焊点少锡,1024,0,2048,1017,无,0
X光图片20260907_000173,X光图片20260907/未标注/焊点少锡/焊点少锡 (11).jpg,焊点少锡,2048,0,2417,1017,无,0
X光图片20260907_000174,X光图片20260907/未标注/焊点少锡/焊点少锡 (11).jpg,焊点少锡,0,1017,1024,1801,缺陷,1
X光图片20260907_000175,X光图片20260907/未标注/焊点少锡/焊点少锡 (11).jpg,焊点少锡,1024,1017,2048,1801,缺陷,1
X光图片20260907_000176,X光图片20260907/未标注/焊点少锡/焊点少锡 (11).jpg,焊点少锡,2048,1017,2417,1801,无,0
X光图片20260907_000177,X光图片20260907/未标注/焊点少锡/焊点少锡 (12).jpg,焊点少锡,0,0,989,1024,无,0
X光图片20260907_000178,X光图片20260907/未标注/焊点少锡/焊点少锡 (12).jpg,焊点少锡,989,0,2013,1024,无,0
X光图片20260907_000179,X光图片20260907/未标注/焊点少锡/焊点少锡 (12).jpg,焊点少锡,2013,0,2413,1024,无,0
X光图片20260907_000180,X光图片20260907/未标注/焊点少锡/焊点少锡 (12).jpg,焊点少锡,0,1024,989,1806,无,0
X光图片20260907_000181,X光图片20260907/未标注/焊点少锡/焊点少锡 (12).jpg,焊点少锡,989,1024,2013,1806,缺陷,1
X光图片20260907_000182,X光图片20260907/未标注/焊点少锡/焊点少锡 (12).jpg,焊点少锡,2013,1024,2413,1806,无,0
X光图片20260907_000183,X光图片20260907/未标注/焊点少锡/焊点少锡 (13).jpg,焊点少锡,0,0,1057,1024,无,0
X光图片20260907_000184,X光图片20260907/未标注/焊点少锡/焊点少锡 (13).jpg,焊点少锡,1057,0,2081,1024,无,0
X光图片20260907_000185,X光图片20260907/未标注/焊点少锡/焊点少锡 (13).jpg,焊点少锡,2081,0,2417,1024,无,0
X光图片20260907_000186,X光图片20260907/未标注/焊点少锡/焊点少锡 (13).jpg,焊点少锡,0,1024,1057,1808,缺陷,1
X光图片20260907_000187,X光图片20260907/未标注/焊点少锡/焊点少锡 (13).jpg,焊点少锡,1057,1024,2081,1808,无,0
X光图片20260907_000188,X光图片20260907/未标注/焊点少锡/焊点少锡 (13).jpg,焊点少锡,2081,1024,2417,1808,无,0
X光图片20260907_000189,X光图片20260907/未标注/焊点桥连/焊点桥连 (1).jpg,焊点桥连,0,0,1024,1024,缺陷,1
X光图片20260907_000190,X光图片20260907/未标注/焊点桥连/焊点桥连 (1).jpg,焊点桥连,1024,0,2048,1024,无,0
X光图片20260907_000191,X光图片20260907/未标注/焊点桥连/焊点桥连 (1).jpg,焊点桥连,2048,0,2408,1024,无,0
X光图片20260907_000192,X光图片20260907/未标注/焊点桥连/焊点桥连 (1).jpg,焊点桥连,0,1024,1024,1817,无,0
X光图片20260907_000193,X光图片20260907/未标注/焊点桥连/焊点桥连 (1).jpg,焊点桥连,1024,1024,2048,1817,无,0
X光图片20260907_000194,X光图片20260907/未标注/焊点桥连/焊点桥连 (1).jpg,焊点桥连,2048,1024,2408,1817,无,0
X光图片20260907_000195,X光图片20260907/未标注/焊点桥连/焊点桥连 (2).jpg,焊点桥连,0,0,935,935,无,0
X光图片20260907_000196,X光图片20260907/未标注/焊点桥连/焊点桥连 (2).jpg,焊点桥连,935,0,1959,935,无,0
X光图片20260907_000197,X光图片20260907/未标注/焊点桥连/焊点桥连 (2).jpg,焊点桥连,1959,0,2401,935,无,0
X光图片20260907_000198,X光图片20260907/未标注/焊点桥连/焊点桥连 (2).jpg,焊点桥连,0,935,935,1808,无,0
X光图片20260907_000199,X光图片20260907/未标注/焊点桥连/焊点桥连 (2).jpg,焊点桥连,935,935,1959,1808,缺陷,1
X光图片20260907_000200,X光图片20260907/未标注/焊点桥连/焊点桥连 (2).jpg,焊点桥连,1959,935,2401,1808,无,0
X光图片20260907_000201,X光图片20260907/未标注/焊点桥连/焊点桥连 (3).jpg,焊点桥连,0,0,1024,1024,无,0
X光图片20260907_000202,X光图片20260907/未标注/焊点桥连/焊点桥连 (3).jpg,焊点桥连,1024,0,2048,1024,无,0
X光图片20260907_000203,X光图片20260907/未标注/焊点桥连/焊点桥连 (3).jpg,焊点桥连,2048,0,2394,1024,无,0
X光图片20260907_000204,X光图片20260907/未标注/焊点桥连/焊点桥连 (3).jpg,焊点桥连,0,1024,1024,1813,缺陷,1
X光图片20260907_000205,X光图片20260907/未标注/焊点桥连/焊点桥连 (3).jpg,焊点桥连,1024,1024,2048,1813,无,0
X光图片20260907_000206,X光图片20260907/未标注/焊点桥连/焊点桥连 (3).jpg,焊点桥连,2048,1024,2394,1813,无,0
X光图片20260907_000207,X光图片20260907/未标注/焊点桥连/焊点桥连 (4).jpg,焊点桥连,0,0,1052,942,无,0
X光图片20260907_000208,X光图片20260907/未标注/焊点桥连/焊点桥连 (4).jpg,焊点桥连,1052,0,2076,942,无,0
X光图片20260907_000209,X光图片20260907/未标注/焊点桥连/焊点桥连 (4).jpg,焊点桥连,2076,0,2413,942,无,0
X光图片20260907_000210,X光图片20260907/未标注/焊点桥连/焊点桥连 (4).jpg,焊点桥连,0,942,1052,1803,缺陷,1
X光图片20260907_000211,X光图片20260907/未标注/焊点桥连/焊点桥连 (4).jpg,焊点桥连,1052,942,2076,1803,无,0
X光图片20260907_000212,X光图片20260907/未标注/焊点桥连/焊点桥连 (4).jpg,焊点桥连,2076,942,2413,1803,无,0
X光图片20260907_000213,X光图片20260907/未标注/焊点桥连/焊点桥连 (5).jpg,焊点桥连,0,0,1024,1024,无,0
X光图片20260907_000214,X光图片20260907/未标注/焊点桥连/焊点桥连 (5).jpg,焊点桥连,1024,0,2048,1024,无,0
X光图片20260907_000215,X光图片20260907/未标注/焊点桥连/焊点桥连 (5).jpg,焊点桥连,2048,0,2403,1024,无,0
X光图片20260907_000216,X光图片20260907/未标注/焊点桥连/焊点桥连 (5).jpg,焊点桥连,0,1024,1024,1801,无,0
X光图片20260907_000217,X光图片20260907/未标注/焊点桥连/焊点桥连 (5).jpg,焊点桥连,1024,1024,2048,1801,缺陷,1
X光图片20260907_000218,X光图片20260907/未标注/焊点桥连/焊点桥连 (5).jpg,焊点桥连,2048,1024,2403,1801,无,0
X光图片20260907_000219,X光图片20260907/未标注/焊点桥连/焊点桥连 (6).jpg,焊点桥连,0,0,1024,1024,无,0
X光图片20260907_000220,X光图片20260907/未标注/焊点桥连/焊点桥连 (6).jpg,焊点桥连,1024,0,2048,1024,无,0
X光图片20260907_000221,X光图片20260907/未标注/焊点桥连/焊点桥连 (6).jpg,焊点桥连,2048,0,2403,1024,无,0
X光图片20260907_000222,X光图片20260907/未标注/焊点桥连/焊点桥连 (6).jpg,焊点桥连,0,1024,1024,1806,无,0
X光图片20260907_000223,X光图片20260907/未标注/焊点桥连/焊点桥连 (6).jpg,焊点桥连,1024,1024,2048,1806,缺陷,1
