split,label,patch_path,source_path,crop_x1,crop_y1,crop_x2,crop_y2,defect_x1,defect_y1,defect_x2,defect_y2
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0063_b01_s2_j0.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0063.jpg,867,986,1407,1526,1095.92,1201.81,1177.55,1309.97
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0063_b01_s2_j1.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0063.jpg,802,986,1342,1526,1095.92,1201.81,1177.55,1309.97
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0063_b01_s2_j2.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0063.jpg,932,986,1472,1526,1095.92,1201.81,1177.55,1309.97
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0063_b01_s2_j3.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0063.jpg,867,921,1407,1461,1095.92,1201.81,1177.55,1309.97
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0063_b01_s2_j4.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0063.jpg,867,1051,1407,1591,1095.92,1201.81,1177.55,1309.97
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0010_b00_s0_j0.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0010.jpg,248,598,595,945,381.82,713.64,461.36,829.55
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0010_b00_s0_j1.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0010.jpg,206,598,553,945,381.82,713.64,461.36,829.55
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0010_b00_s0_j2.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0010.jpg,290,598,637,945,381.82,713.64,461.36,829.55
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0010_b00_s0_j3.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0010.jpg,248,556,595,903,381.82,713.64,461.36,829.55
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0010_b00_s0_j4.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0010.jpg,248,640,595,987,381.82,713.64,461.36,829.55
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0010_b00_s1_j0.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0010.jpg,190,540,653,1003,381.82,713.64,461.36,829.55
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0010_b00_s1_j1.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0010.jpg,135,540,598,1003,381.82,713.64,461.36,829.55
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0010_b00_s1_j2.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0010.jpg,246,540,709,1003,381.82,713.64,461.36,829.55
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0010_b00_s1_j3.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0010.jpg,190,485,653,948,381.82,713.64,461.36,829.55
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0010_b00_s1_j4.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0010.jpg,190,596,653,1059,381.82,713.64,461.36,829.55
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0010_b00_s2_j0.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0010.jpg,132,482,711,1061,381.82,713.64,461.36,829.55
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0010_b00_s2_j1.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0010.jpg,63,482,642,1061,381.82,713.64,461.36,829.55
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0010_b00_s2_j2.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0010.jpg,202,482,781,1061,381.82,713.64,461.36,829.55
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0010_b00_s2_j3.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0010.jpg,132,413,711,992,381.82,713.64,461.36,829.55
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0010_b00_s2_j4.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0010.jpg,132,552,711,1131,381.82,713.64,461.36,829.55
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0002_b00_s0_j0.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0002.jpg,728,752,1496,1520,1023.08,991.27,1200.00,1279.73
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0002_b00_s0_j1.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0002.jpg,635,752,1403,1520,1023.08,991.27,1200.00,1279.73
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0002_b00_s0_j2.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0002.jpg,820,752,1588,1520,1023.08,991.27,1200.00,1279.73
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0002_b00_s0_j3.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0002.jpg,728,659,1496,1427,1023.08,991.27,1200.00,1279.73
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0002_b00_s0_j4.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0002.jpg,728,844,1496,1612,1023.08,991.27,1200.00,1279.73
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0002_b00_s1_j0.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0002.jpg,728,752,1496,1520,1023.08,991.27,1200.00,1279.73
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0002_b00_s1_j1.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0002.jpg,635,752,1403,1520,1023.08,991.27,1200.00,1279.73
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0002_b00_s1_j2.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0002.jpg,820,752,1588,1520,1023.08,991.27,1200.00,1279.73
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0002_b00_s1_j3.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0002.jpg,728,659,1496,1427,1023.08,991.27,1200.00,1279.73
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0002_b00_s1_j4.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0002.jpg,728,844,1496,1612,1023.08,991.27,1200.00,1279.73
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0002_b00_s2_j0.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0002.jpg,728,752,1496,1520,1023.08,991.27,1200.00,1279.73
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0002_b00_s2_j1.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0002.jpg,635,752,1403,1520,1023.08,991.27,1200.00,1279.73
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0002_b00_s2_j2.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0002.jpg,820,752,1588,1520,1023.08,991.27,1200.00,1279.73
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0002_b00_s2_j3.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0002.jpg,728,659,1496,1427,1023.08,991.27,1200.00,1279.73
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0002_b00_s2_j4.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0002.jpg,728,844,1496,1612,1023.08,991.27,1200.00,1279.73
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0069_b00_s0_j0.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0069.jpg,1745,548,2286,1089,1932.44,728.28,2099.11,908.83
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0069_b00_s0_j1.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0069.jpg,1680,548,2221,1089,1932.44,728.28,2099.11,908.83
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0069_b00_s0_j2.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0069.jpg,1810,548,2351,1089,1932.44,728.28,2099.11,908.83
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0069_b00_s0_j3.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0069.jpg,1745,483,2286,1024,1932.44,728.28,2099.11,908.83
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0069_b00_s0_j4.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0069.jpg,1745,613,2286,1154,1932.44,728.28,2099.11,908.83
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0069_b00_s1_j0.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0069.jpg,1654,458,2376,1180,1932.44,728.28,2099.11,908.83
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0069_b00_s1_j1.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0069.jpg,1568,458,2290,1180,1932.44,728.28,2099.11,908.83
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0069_b00_s1_j2.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0069.jpg,1654,458,2376,1180,1932.44,728.28,2099.11,908.83
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0069_b00_s1_j3.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0069.jpg,1654,371,2376,1093,1932.44,728.28,2099.11,908.83
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0069_b00_s1_j4.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0069.jpg,1654,544,2376,1266,1932.44,728.28,2099.11,908.83
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0069_b00_s2_j0.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0069.jpg,1608,435,2376,1203,1932.44,728.28,2099.11,908.83
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0069_b00_s2_j1.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0069.jpg,1540,435,2308,1203,1932.44,728.28,2099.11,908.83
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0069_b00_s2_j2.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0069.jpg,1608,435,2376,1203,1932.44,728.28,2099.11,908.83
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0069_b00_s2_j3.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0069.jpg,1608,342,2376,1110,1932.44,728.28,2099.11,908.83
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0069_b00_s2_j4.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0069.jpg,1608,527,2376,1295,1932.44,728.28,2099.11,908.83
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0069_b01_s0_j0.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0069.jpg,0,1168,583,1751,163.00,1492.17,357.44,1658.83
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0069_b01_s0_j1.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0069.jpg,0,1168,583,1751,163.00,1492.17,357.44,1658.83
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0069_b01_s0_j2.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0069.jpg,39,1168,622,1751,163.00,1492.17,357.44,1658.83
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0069_b01_s0_j3.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0069.jpg,0,1168,583,1751,163.00,1492.17,357.44,1658.83
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0069_b01_s0_j4.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0069.jpg,0,1168,583,1751,163.00,1492.17,357.44,1658.83
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0069_b01_s1_j0.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0069.jpg,0,983,768,1751,163.00,1492.17,357.44,1658.83
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0069_b01_s1_j1.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0069.jpg,0,983,768,1751,163.00,1492.17,357.44,1658.83
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0069_b01_s1_j2.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0069.jpg,0,983,768,1751,163.00,1492.17,357.44,1658.83
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0069_b01_s1_j3.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0069.jpg,0,983,768,1751,163.00,1492.17,357.44,1658.83
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0069_b01_s1_j4.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0069.jpg,0,983,768,1751,163.00,1492.17,357.44,1658.83
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0069_b01_s2_j0.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0069.jpg,0,983,768,1751,163.00,1492.17,357.44,1658.83
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0069_b01_s2_j1.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0069.jpg,0,983,768,1751,163.00,1492.17,357.44,1658.83
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0069_b01_s2_j2.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0069.jpg,0,983,768,1751,163.00,1492.17,357.44,1658.83
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0069_b01_s2_j3.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0069.jpg,0,983,768,1751,163.00,1492.17,357.44,1658.83
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0069_b01_s2_j4.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0069.jpg,0,983,768,1751,163.00,1492.17,357.44,1658.83
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0107_b00_s0_j0.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0107.jpg,485,533,1253,1301,738.00,710.07,1000.86,1124.36
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0107_b00_s0_j1.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0107.jpg,393,533,1161,1301,738.00,710.07,1000.86,1124.36
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0107_b00_s0_j2.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0107.jpg,578,533,1346,1301,738.00,710.07,1000.86,1124.36
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0107_b00_s0_j3.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0107.jpg,485,441,1253,1209,738.00,710.07,1000.86,1124.36
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0107_b00_s0_j4.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0107.jpg,485,625,1253,1393,738.00,710.07,1000.86,1124.36
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0107_b00_s1_j0.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0107.jpg,485,533,1253,1301,738.00,710.07,1000.86,1124.36
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0107_b00_s1_j1.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0107.jpg,393,533,1161,1301,738.00,710.07,1000.86,1124.36
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0107_b00_s1_j2.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0107.jpg,578,533,1346,1301,738.00,710.07,1000.86,1124.36
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0107_b00_s1_j3.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0107.jpg,485,441,1253,1209,738.00,710.07,1000.86,1124.36
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0107_b00_s1_j4.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0107.jpg,485,625,1253,1393,738.00,710.07,1000.86,1124.36
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0107_b00_s2_j0.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0107.jpg,485,533,1253,1301,738.00,710.07,1000.86,1124.36
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0107_b00_s2_j1.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0107.jpg,393,533,1161,1301,738.00,710.07,1000.86,1124.36
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0107_b00_s2_j2.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0107.jpg,578,533,1346,1301,738.00,710.07,1000.86,1124.36
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0107_b00_s2_j3.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0107.jpg,485,441,1253,1209,738.00,710.07,1000.86,1124.36
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0107_b00_s2_j4.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0107.jpg,485,625,1253,1393,738.00,710.07,1000.86,1124.36
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0017_b00_s0_j0.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0017.jpg,813,350,1228,765,1000.00,488.64,1040.91,627.27
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0017_b00_s0_j1.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0017.jpg,763,350,1178,765,1000.00,488.64,1040.91,627.27
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0017_b00_s0_j2.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0017.jpg,863,350,1278,765,1000.00,488.64,1040.91,627.27
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0017_b00_s0_j3.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0017.jpg,813,301,1228,716,1000.00,488.64,1040.91,627.27
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0017_b00_s0_j4.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0017.jpg,813,400,1228,815,1000.00,488.64,1040.91,627.27
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0017_b00_s1_j0.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0017.jpg,743,281,1297,835,1000.00,488.64,1040.91,627.27
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0017_b00_s1_j1.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0017.jpg,677,281,1231,835,1000.00,488.64,1040.91,627.27
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0017_b00_s1_j2.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0017.jpg,810,281,1364,835,1000.00,488.64,1040.91,627.27
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0017_b00_s1_j3.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0017.jpg,743,214,1297,768,1000.00,488.64,1040.91,627.27
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0017_b00_s1_j4.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0017.jpg,743,347,1297,901,1000.00,488.64,1040.91,627.27
