"label","file_name","copied_path","source_set","source_class","source_path","sha256","annotation_status"
"void","void_0036.jpg","D:\Xray\pcb_xray_annotation_workspace\images\void\void_0036.jpg","缺陷照片20260603","焊点空洞","D:\科研\Xray存档\X光图片20260330\缺陷照片20260603\焊点空洞\焊点空洞 (8).jpg","ABEDB5FD2597F77F382841437B578E53A028AB2DC8975447189AC4913C4ED4DF","pending"
"void","void_0037.jpg","D:\Xray\pcb_xray_annotation_workspace\images\void\void_0037.jpg","缺陷照片20260603","焊点空洞","D:\科研\Xray存档\X光图片20260330\缺陷照片20260603\焊点空洞\焊点空洞 (9).jpg","0C9575523FD6474AEA71EE82E5D22EC78AD3D46943185310A150065E9B20E90B","pending"
"void","void_0038.jpg","D:\Xray\pcb_xray_annotation_workspace\images\void\void_0038.jpg","X光检测图片新-未标记","焊点空洞","D:\科研\Xray存档\X光图片20260330\X光图片\X光检测图片新-未标记\焊点空洞\1.jpg","A8250B1D777AAF1699A5824EA8E1F3E091AE7692202A5895B753194C53975C32","pending"
"void","void_0039.jpg","D:\Xray\pcb_xray_annotation_workspace\images\void\void_0039.jpg","X光检测图片新-未标记","焊点空洞","D:\科研\Xray存档\X光图片20260330\X光图片\X光检测图片新-未标记\焊点空洞\10.jpg","D3656E63684BF366A1623239F8EC05AE068410E58A6E3407DE6D57C250F06FF7","pending"
"void","void_0040.jpg","D:\Xray\pcb_xray_annotation_workspace\images\void\void_0040.jpg","X光检测图片新-未标记","焊点空洞","D:\科研\Xray存档\X光图片20260330\X光图片\X光检测图片新-未标记\焊点空洞\11.jpg","13CE0E0BBC6772FCA5EBBE7010DBE327A31273EFA254BAEE0EBB7651D46D1728","pending"
"void","void_0041.jpg","D:\Xray\pcb_xray_annotation_workspace\images\void\void_0041.jpg","X光检测图片新-未标记","焊点空洞","D:\科研\Xray存档\X光图片20260330\X光图片\X光检测图片新-未标记\焊点空洞\12.jpg","9C9BC6CA90981666B399B314DA260B01026562B625003BA7C86B32129F3845B9","pending"
"void","void_0042.jpg","D:\Xray\pcb_xray_annotation_workspace\images\void\void_0042.jpg","X光检测图片新-未标记","焊点空洞","D:\科研\Xray存档\X光图片20260330\X光图片\X光检测图片新-未标记\焊点空洞\13.jpg","DF8CA062C262EF87E69C2F1E19B70944A9CF787D5BD5C8BCA1B38BA29546C11A","pending"
"void","void_0043.jpg","D:\Xray\pcb_xray_annotation_workspace\images\void\void_0043.jpg","X光检测图片新-未标记","焊点空洞","D:\科研\Xray存档\X光图片20260330\X光图片\X光检测图片新-未标记\焊点空洞\14.jpg","085A4D824C8FC965D9A040D3DCC6609D9831F2CEE529E07A1E930774F12B4E89","pending"
"void","void_0044.jpg","D:\Xray\pcb_xray_annotation_workspace\images\void\void_0044.jpg","X光检测图片新-未标记","焊点空洞","D:\科研\Xray存档\X光图片20260330\X光图片\X光检测图片新-未标记\焊点空洞\15.jpg","65B0DBD5DEE0FAA021EDEDBA693C0F00C3611ADE360722E04E88233B31F84168","pending"
"void","void_0045.jpg","D:\Xray\pcb_xray_annotation_workspace\images\void\void_0045.jpg","X光检测图片新-未标记","焊点空洞","D:\科研\Xray存档\X光图片20260330\X光图片\X光检测图片新-未标记\焊点空洞\16.jpg","52556355FA55BFB6D90C734DA79E0AA1917E718411384EB74B055C0C9B9F23EC","pending"
"void","void_0046.jpg","D:\Xray\pcb_xray_annotation_workspace\images\void\void_0046.jpg","X光检测图片新-未标记","焊点空洞","D:\科研\Xray存档\X光图片20260330\X光图片\X光检测图片新-未标记\焊点空洞\17.jpg","70C724C617AE397D7E1F6401DC1266BEC708D381D1B46CE5F941F5BCF9D7AB29","pending"
"void","void_0047.jpg","D:\Xray\pcb_xray_annotation_workspace\images\void\void_0047.jpg","X光检测图片新-未标记","焊点空洞","D:\科研\Xray存档\X光图片20260330\X光图片\X光检测图片新-未标记\焊点空洞\18.jpg","80B464E9C4081B9C3AD539B4ACCD95EA64C03FFD04437682F37B08F2E6FFCE60","pending"
"void","void_0048.jpg","D:\Xray\pcb_xray_annotation_workspace\images\void\void_0048.jpg","X光检测图片新-未标记","焊点空洞","D:\科研\Xray存档\X光图片20260330\X光图片\X光检测图片新-未标记\焊点空洞\19.jpg","9C3B3E5D9FE09D4BB92E0E3217CE31D6EBC0D8B6F27FDD37F9D30F9A4A7FB8AA","pending"
"void","void_0049.jpg","D:\Xray\pcb_xray_annotation_workspace\images\void\void_0049.jpg","X光检测图片新-未标记","焊点空洞","D:\科研\Xray存档\X光图片20260330\X光图片\X光检测图片新-未标记\焊点空洞\2.jpg","5B9DB8B63E0EBC05734E291E7529ACE074289EBB34520DB73A553F64E5CB924D","pending"
"void","void_0050.jpg","D:\Xray\pcb_xray_annotation_workspace\images\void\void_0050.jpg","X光检测图片新-未标记","焊点空洞","D:\科研\Xray存档\X光图片20260330\X光图片\X光检测图片新-未标记\焊点空洞\20.jpg","BC7FE1537C2485AF57B547A67E414E4D9566E8F28881D893AF7BD29DA33C3251","pending"
"void","void_0051.jpg","D:\Xray\pcb_xray_annotation_workspace\images\void\void_0051.jpg","X光检测图片新-未标记","焊点空洞","D:\科研\Xray存档\X光图片20260330\X光图片\X光检测图片新-未标记\焊点空洞\21.jpg","CB0CC1345A41EA26060CA7A2F259EA7407D51F9441952D1A3C632694C9E0A4BC","pending"
"void","void_0052.jpg","D:\Xray\pcb_xray_annotation_workspace\images\void\void_0052.jpg","X光检测图片新-未标记","焊点空洞","D:\科研\Xray存档\X光图片20260330\X光图片\X光检测图片新-未标记\焊点空洞\22.jpg","C5BA78937B95667FCA431045CBCBD4CE481A15E78888E245E12AA63863010414","pending"
"void","void_0053.jpg","D:\Xray\pcb_xray_annotation_workspace\images\void\void_0053.jpg","X光检测图片新-未标记","焊点空洞","D:\科研\Xray存档\X光图片20260330\X光图片\X光检测图片新-未标记\焊点空洞\23.jpg","388FC2F445CF00B6E46CABCCF0B30412591D4D4B9E651C1812ADFA7C5FFA3891","pending"
"void","void_0054.jpg","D:\Xray\pcb_xray_annotation_workspace\images\void\void_0054.jpg","X光检测图片新-未标记","焊点空洞","D:\科研\Xray存档\X光图片20260330\X光图片\X光检测图片新-未标记\焊点空洞\24.jpg","C8B07154D520C7E6FE2C0015117703EFDB086D2B102427898FF074C57B4AA698","pending"
"void","void_0055.jpg","D:\Xray\pcb_xray_annotation_workspace\images\void\void_0055.jpg","X光检测图片新-未标记","焊点空洞","D:\科研\Xray存档\X光图片20260330\X光图片\X光检测图片新-未标记\焊点空洞\25.jpg","0E94A76081A50CB44D898960BF2AA1F7B0DB5A6FEFE1E12004EC152C8E99E805","pending"
"void","void_0056.jpg","D:\Xray\pcb_xray_annotation_workspace\images\void\void_0056.jpg","X光检测图片新-未标记","焊点空洞","D:\科研\Xray存档\X光图片20260330\X光图片\X光检测图片新-未标记\焊点空洞\26.jpg","D9DC9E63E13A2BE5B9F97C771940B72A9F78678600A0B0FA342FB735DEDC7587","pending"
"void","void_0057.jpg","D:\Xray\pcb_xray_annotation_workspace\images\void\void_0057.jpg","X光检测图片新-未标记","焊点空洞","D:\科研\Xray存档\X光图片20260330\X光图片\X光检测图片新-未标记\焊点空洞\27.jpg","EFDD49FB13966F20E76C3E3D76A7FA3E75C5831E93D4E6EDA10D4DBA440C6634","pending"
"void","void_0058.jpg","D:\Xray\pcb_xray_annotation_workspace\images\void\void_0058.jpg","X光检测图片新-未标记","焊点空洞","D:\科研\Xray存档\X光图片20260330\X光图片\X光检测图片新-未标记\焊点空洞\28.jpg","0081066FC5544961AF056F8AB7AC122C51AB8826CDFFEF73CAD43C632BF174D7","pending"
"void","void_0060.jpg","D:\Xray\pcb_xray_annotation_workspace\images\void\void_0060.jpg","X光检测图片新-未标记","焊点空洞","D:\科研\Xray存档\X光图片20260330\X光图片\X光检测图片新-未标记\焊点空洞\3.jpg","47E89DCA562685187E6130E5707B3ECC4B8A9931D897E9CCB688307212B5502E","pending"
"void","void_0062.jpg","D:\Xray\pcb_xray_annotation_workspace\images\void\void_0062.jpg","X光检测图片新-未标记","焊点空洞","D:\科研\Xray存档\X光图片20260330\X光图片\X光检测图片新-未标记\焊点空洞\31.jpg","E55B59BF571E83C6C9890DA6E0A3AE7253B30A92B0F4B000123D7E13B4492CE2","pending"
"void","void_0063.jpg","D:\Xray\pcb_xray_annotation_workspace\images\void\void_0063.jpg","X光检测图片新-未标记","焊点空洞","D:\科研\Xray存档\X光图片20260330\X光图片\X光检测图片新-未标记\焊点空洞\32.jpg","6352DEDCC83CF0476960AEF90E91CF5D2B5DC351EF2FE406D84E4AEE955FBED1","pending"
"void","void_0064.jpg","D:\Xray\pcb_xray_annotation_workspace\images\void\void_0064.jpg","X光检测图片新-未标记","焊点空洞","D:\科研\Xray存档\X光图片20260330\X光图片\X光检测图片新-未标记\焊点空洞\33.jpg","F56361C7FBD2F610D46ED9C2D79D8C3EC91BFB8AD684CEA05AA267A9DDFB7B1F","pending"
"void","void_0065.jpg","D:\Xray\pcb_xray_annotation_workspace\images\void\void_0065.jpg","X光检测图片新-未标记","焊点空洞","D:\科研\Xray存档\X光图片20260330\X光图片\X光检测图片新-未标记\焊点空洞\34.jpg","9597E0B8A86A63C72C295B84FDAC0272160B18CC907D9C1F215F96F42781D6FB","pending"
"void","void_0066.jpg","D:\Xray\pcb_xray_annotation_workspace\images\void\void_0066.jpg","X光检测图片新-未标记","焊点空洞","D:\科研\Xray存档\X光图片20260330\X光图片\X光检测图片新-未标记\焊点空洞\35.jpg","B52297DF934E9B9AACB13D2FDEBD81AC64F1E259ED3E1F0273656C4C31F79A32","pending"
"void","void_0067.jpg","D:\Xray\pcb_xray_annotation_workspace\images\void\void_0067.jpg","X光检测图片新-未标记","焊点空洞","D:\科研\Xray存档\X光图片20260330\X光图片\X光检测图片新-未标记\焊点空洞\4.jpg","6327EEE66C4A88B7A482CE2F67DE15BE4AE1F5E3013A8842CD1A0F8138216A90","pending"
"void","void_0068.jpg","D:\Xray\pcb_xray_annotation_workspace\images\void\void_0068.jpg","X光检测图片新-未标记","焊点空洞","D:\科研\Xray存档\X光图片20260330\X光图片\X光检测图片新-未标记\焊点空洞\5.jpg","6AF018E7BD078DC7D4ED30A9ABECAE5D942C7975D8D595600F5C633DB005285D","pending"
"void","void_0069.jpg","D:\Xray\pcb_xray_annotation_workspace\images\void\void_0069.jpg","X光检测图片新-未标记","焊点空洞","D:\科研\Xray存档\X光图片20260330\X光图片\X光检测图片新-未标记\焊点空洞\6.jpg","E617279BFBF617FB908F7C848582749B1CE8C139A19AAA74E2A42FFE4B4CA807","pending"
"void","void_0070.jpg","D:\Xray\pcb_xray_annotation_workspace\images\void\void_0070.jpg","X光检测图片新-未标记","焊点空洞","D:\科研\Xray存档\X光图片20260330\X光图片\X光检测图片新-未标记\焊点空洞\7.jpg","4A7B9385C7DA4AA67F3E6CE6A48469C909D2D3BC6DA161ED4E1F0306EE6651D2","pending"
"void","void_0071.jpg","D:\Xray\pcb_xray_annotation_workspace\images\void\void_0071.jpg","X光检测图片新-未标记","焊点空洞","D:\科研\Xray存档\X光图片20260330\X光图片\X光检测图片新-未标记\焊点空洞\8.jpg","0D196FD0895F0DEBA012ED3A1D49208D5FCB592B75227BAAC8A0FB1E51F257B1","pending"
"insufficient_through_solder","insufficient_through_solder_0001.jpg","D:\Xray\pcb_xray_annotation_workspace\images\insufficient_through_solder\insufficient_through_solder_0001.jpg","缺陷照片20260603","过锡不良","D:\科研\Xray存档\X光图片20260330\缺陷照片20260603\过锡不良\过锡不良 (1).jpg","8B5963B94762749C1B4BD3774D263A632C9B5D0C57B1547CFC47113C138B99AE","pending"
"insufficient_through_solder","insufficient_through_solder_0002.jpg","D:\Xray\pcb_xray_annotation_workspace\images\insufficient_through_solder\insufficient_through_solder_0002.jpg","缺陷照片20260603","过锡不良","D:\科研\Xray存档\X光图片20260330\缺陷照片20260603\过锡不良\过锡不良 (10).jpg","B2214EBF5FC3D12D117D531F31908597842057E9CA6C69125C708E9935042069","pending"
"insufficient_through_solder","insufficient_through_solder_0003.jpg","D:\Xray\pcb_xray_annotation_workspace\images\insufficient_through_solder\insufficient_through_solder_0003.jpg","缺陷照片20260603","过锡不良","D:\科研\Xray存档\X光图片20260330\缺陷照片20260603\过锡不良\过锡不良 (11).jpg","BC8FEA9BE2572EC2B01E0214D88C70DA55459E81E604377FF87AE9D898463F95","pending"
"insufficient_through_solder","insufficient_through_solder_0004.jpg","D:\Xray\pcb_xray_annotation_workspace\images\insufficient_through_solder\insufficient_through_solder_0004.jpg","缺陷照片20260603","过锡不良","D:\科研\Xray存档\X光图片20260330\缺陷照片20260603\过锡不良\过锡不良 (12).jpg","1CD4B7D8FFCA64693FA73826593281E7BA0DE0F4DBD71CB8182FEB017D8307B5","pending"
"insufficient_through_solder","insufficient_through_solder_0005.jpg","D:\Xray\pcb_xray_annotation_workspace\images\insufficient_through_solder\insufficient_through_solder_0005.jpg","缺陷照片20260603","过锡不良","D:\科研\Xray存档\X光图片20260330\缺陷照片20260603\过锡不良\过锡不良 (13).jpg","5E0C271138B092E44A0E540C9B480800C4D51EDB63509D0BBE0A196ADFB4EE62","pending"
"insufficient_through_solder","insufficient_through_solder_0006.jpg","D:\Xray\pcb_xray_annotation_workspace\images\insufficient_through_solder\insufficient_through_solder_0006.jpg","缺陷照片20260603","过锡不良","D:\科研\Xray存档\X光图片20260330\缺陷照片20260603\过锡不良\过锡不良 (14).jpg","1C65559EA24A8D9D03FB24010D1D26918C8BA36F23C25997F27A15E474A4677A","pending"
"insufficient_through_solder","insufficient_through_solder_0007.jpg","D:\Xray\pcb_xray_annotation_workspace\images\insufficient_through_solder\insufficient_through_solder_0007.jpg","缺陷照片20260603","过锡不良","D:\科研\Xray存档\X光图片20260330\缺陷照片20260603\过锡不良\过锡不良 (15).jpg","EF1EBC669E2800E707E97C132905E817282085024873833232FB4F5CA2E8348E","pending"
"insufficient_through_solder","insufficient_through_solder_0008.jpg","D:\Xray\pcb_xray_annotation_workspace\images\insufficient_through_solder\insufficient_through_solder_0008.jpg","缺陷照片20260603","过锡不良","D:\科研\Xray存档\X光图片20260330\缺陷照片20260603\过锡不良\过锡不良 (16).jpg","85B46096F5AA07FD4317113F8051FDCDEE9F8D93E8F29F8CB6F90C0D5DF5C7C7","pending"
"insufficient_through_solder","insufficient_through_solder_0009.jpg","D:\Xray\pcb_xray_annotation_workspace\images\insufficient_through_solder\insufficient_through_solder_0009.jpg","缺陷照片20260603","过锡不良","D:\科研\Xray存档\X光图片20260330\缺陷照片20260603\过锡不良\过锡不良 (17).jpg","17ED84D70A58D987BF7C2B94A692E63A12576A9ADBE5709F373A912668D797AE","pending"
"insufficient_through_solder","insufficient_through_solder_0010.jpg","D:\Xray\pcb_xray_annotation_workspace\images\insufficient_through_solder\insufficient_through_solder_0010.jpg","缺陷照片20260603","过锡不良","D:\科研\Xray存档\X光图片20260330\缺陷照片20260603\过锡不良\过锡不良 (18).jpg","F46936DD50733065875277F531BD7C7DF04C019F6A305BDF5C2CCFC1A80C69D9","pending"
"insufficient_through_solder","insufficient_through_solder_0011.jpg","D:\Xray\pcb_xray_annotation_workspace\images\insufficient_through_solder\insufficient_through_solder_0011.jpg","缺陷照片20260603","过锡不良","D:\科研\Xray存档\X光图片20260330\缺陷照片20260603\过锡不良\过锡不良 (19).jpg","99E86D289623503C81AED932730E6E370E5F362B20E6F9AFA19F8F4E7BDC8459","pending"
"insufficient_through_solder","insufficient_through_solder_0012.jpg","D:\Xray\pcb_xray_annotation_workspace\images\insufficient_through_solder\insufficient_through_solder_0012.jpg","缺陷照片20260603","过锡不良","D:\科研\Xray存档\X光图片20260330\缺陷照片20260603\过锡不良\过锡不良 (2).jpg","B0F7F4C5681FB5978D6A2CF81F7F2F961D56AE48F12248F4B9B1C6A759B13CB3","pending"
"insufficient_through_solder","insufficient_through_solder_0013.jpg","D:\Xray\pcb_xray_annotation_workspace\images\insufficient_through_solder\insufficient_through_solder_0013.jpg","缺陷照片20260603","过锡不良","D:\科研\Xray存档\X光图片20260330\缺陷照片20260603\过锡不良\过锡不良 (20).jpg","EE80B7C1D170C23A3DA639218F199C13468303E6DCCC75E633AE1C0D02292DF4","pending"
"insufficient_through_solder","insufficient_through_solder_0014.jpg","D:\Xray\pcb_xray_annotation_workspace\images\insufficient_through_solder\insufficient_through_solder_0014.jpg","缺陷照片20260603","过锡不良","D:\科研\Xray存档\X光图片20260330\缺陷照片20260603\过锡不良\过锡不良 (21).jpg","1FDAD8EDB9BAF9FD45ED498C26F673FA20CE382B70E0FB21C1F3340ED863505F","pending"
