"label","file_name","source_path","reference_path","copied_reference_path","status"
"void","void_0011.jpg","D:\科研\Xray存档\X光图片20260330\缺陷照片20260603\焊点空洞\焊点空洞 (19).jpg","D:\科研\Xray存档\X光图片20260330\标注缺陷照片20260603\焊点空洞\焊点空洞 (19).jpg","D:\Xray\pcb_xray_annotation_workspace\references\red_marked\void\void_0011.jpg","found"
"void","void_0012.jpg","D:\科研\Xray存档\X光图片20260330\缺陷照片20260603\焊点空洞\焊点空洞 (2).jpg","D:\科研\Xray存档\X光图片20260330\标注缺陷照片20260603\焊点空洞\焊点空洞 (2).jpg","D:\Xray\pcb_xray_annotation_workspace\references\red_marked\void\void_0012.jpg","found"
"void","void_0013.jpg","D:\科研\Xray存档\X光图片20260330\缺陷照片20260603\焊点空洞\焊点空洞 (20).jpg","D:\科研\Xray存档\X光图片20260330\标注缺陷照片20260603\焊点空洞\焊点空洞 (20).jpg","D:\Xray\pcb_xray_annotation_workspace\references\red_marked\void\void_0013.jpg","found"
"void","void_0015.jpg","D:\科研\Xray存档\X光图片20260330\缺陷照片20260603\焊点空洞\焊点空洞 (22).jpg","D:\科研\Xray存档\X光图片20260330\标注缺陷照片20260603\焊点空洞\焊点空洞 (22).jpg","D:\Xray\pcb_xray_annotation_workspace\references\red_marked\void\void_0015.jpg","found"
"void","void_0016.jpg","D:\科研\Xray存档\X光图片20260330\缺陷照片20260603\焊点空洞\焊点空洞 (23).jpg","D:\科研\Xray存档\X光图片20260330\标注缺陷照片20260603\焊点空洞\焊点空洞 (23).jpg","D:\Xray\pcb_xray_annotation_workspace\references\red_marked\void\void_0016.jpg","found"
"void","void_0017.jpg","D:\科研\Xray存档\X光图片20260330\缺陷照片20260603\焊点空洞\焊点空洞 (24).jpg","D:\科研\Xray存档\X光图片20260330\标注缺陷照片20260603\焊点空洞\焊点空洞 (24).jpg","D:\Xray\pcb_xray_annotation_workspace\references\red_marked\void\void_0017.jpg","found"
"void","void_0018.jpg","D:\科研\Xray存档\X光图片20260330\缺陷照片20260603\焊点空洞\焊点空洞 (25).jpg","D:\科研\Xray存档\X光图片20260330\标注缺陷照片20260603\焊点空洞\焊点空洞 (25).jpg","D:\Xray\pcb_xray_annotation_workspace\references\red_marked\void\void_0018.jpg","found"
"void","void_0019.jpg","D:\科研\Xray存档\X光图片20260330\缺陷照片20260603\焊点空洞\焊点空洞 (26).jpg","D:\科研\Xray存档\X光图片20260330\标注缺陷照片20260603\焊点空洞\焊点空洞 (26).jpg","D:\Xray\pcb_xray_annotation_workspace\references\red_marked\void\void_0019.jpg","found"
"void","void_0020.jpg","D:\科研\Xray存档\X光图片20260330\缺陷照片20260603\焊点空洞\焊点空洞 (27).jpg","D:\科研\Xray存档\X光图片20260330\标注缺陷照片20260603\焊点空洞\焊点空洞 (27).jpg","D:\Xray\pcb_xray_annotation_workspace\references\red_marked\void\void_0020.jpg","found"
"void","void_0021.jpg","D:\科研\Xray存档\X光图片20260330\缺陷照片20260603\焊点空洞\焊点空洞 (28).jpg","D:\科研\Xray存档\X光图片20260330\标注缺陷照片20260603\焊点空洞\焊点空洞 (28).jpg","D:\Xray\pcb_xray_annotation_workspace\references\red_marked\void\void_0021.jpg","found"
"void","void_0022.jpg","D:\科研\Xray存档\X光图片20260330\缺陷照片20260603\焊点空洞\焊点空洞 (29).jpg","D:\科研\Xray存档\X光图片20260330\标注缺陷照片20260603\焊点空洞\焊点空洞 (29).jpg","D:\Xray\pcb_xray_annotation_workspace\references\red_marked\void\void_0022.jpg","found"
"void","void_0023.jpg","D:\科研\Xray存档\X光图片20260330\缺陷照片20260603\焊点空洞\焊点空洞 (3).jpg","D:\科研\Xray存档\X光图片20260330\标注缺陷照片20260603\焊点空洞\焊点空洞 (3).jpg","D:\Xray\pcb_xray_annotation_workspace\references\red_marked\void\void_0023.jpg","found"
"void","void_0024.jpg","D:\科研\Xray存档\X光图片20260330\缺陷照片20260603\焊点空洞\焊点空洞 (30).jpg","D:\科研\Xray存档\X光图片20260330\标注缺陷照片20260603\焊点空洞\焊点空洞 (30).jpg","D:\Xray\pcb_xray_annotation_workspace\references\red_marked\void\void_0024.jpg","found"
"void","void_0025.jpg","D:\科研\Xray存档\X光图片20260330\缺陷照片20260603\焊点空洞\焊点空洞 (31).jpg","D:\科研\Xray存档\X光图片20260330\标注缺陷照片20260603\焊点空洞\焊点空洞 (31).jpg","D:\Xray\pcb_xray_annotation_workspace\references\red_marked\void\void_0025.jpg","found"
"void","void_0026.jpg","D:\科研\Xray存档\X光图片20260330\缺陷照片20260603\焊点空洞\焊点空洞 (32).jpg","D:\科研\Xray存档\X光图片20260330\标注缺陷照片20260603\焊点空洞\焊点空洞 (32).jpg","D:\Xray\pcb_xray_annotation_workspace\references\red_marked\void\void_0026.jpg","found"
"void","void_0027.jpg","D:\科研\Xray存档\X光图片20260330\缺陷照片20260603\焊点空洞\焊点空洞 (33).jpg","D:\科研\Xray存档\X光图片20260330\标注缺陷照片20260603\焊点空洞\焊点空洞 (33).jpg","D:\Xray\pcb_xray_annotation_workspace\references\red_marked\void\void_0027.jpg","found"
"void","void_0028.jpg","D:\科研\Xray存档\X光图片20260330\缺陷照片20260603\焊点空洞\焊点空洞 (34).jpg","D:\科研\Xray存档\X光图片20260330\标注缺陷照片20260603\焊点空洞\焊点空洞 (34).jpg","D:\Xray\pcb_xray_annotation_workspace\references\red_marked\void\void_0028.jpg","found"
"void","void_0029.jpg","D:\科研\Xray存档\X光图片20260330\缺陷照片20260603\焊点空洞\焊点空洞 (35).jpg","D:\科研\Xray存档\X光图片20260330\标注缺陷照片20260603\焊点空洞\焊点空洞 (35).jpg","D:\Xray\pcb_xray_annotation_workspace\references\red_marked\void\void_0029.jpg","found"
"void","void_0030.jpg","D:\科研\Xray存档\X光图片20260330\缺陷照片20260603\焊点空洞\焊点空洞 (36).jpg","D:\科研\Xray存档\X光图片20260330\标注缺陷照片20260603\焊点空洞\焊点空洞 (36).jpg","D:\Xray\pcb_xray_annotation_workspace\references\red_marked\void\void_0030.jpg","found"
"void","void_0031.jpg","D:\科研\Xray存档\X光图片20260330\缺陷照片20260603\焊点空洞\焊点空洞 (37).jpg","D:\科研\Xray存档\X光图片20260330\标注缺陷照片20260603\焊点空洞\焊点空洞 (37).jpg","D:\Xray\pcb_xray_annotation_workspace\references\red_marked\void\void_0031.jpg","found"
"void","void_0032.jpg","D:\科研\Xray存档\X光图片20260330\缺陷照片20260603\焊点空洞\焊点空洞 (4).jpg","D:\科研\Xray存档\X光图片20260330\标注缺陷照片20260603\焊点空洞\焊点空洞 (4).jpg","D:\Xray\pcb_xray_annotation_workspace\references\red_marked\void\void_0032.jpg","found"
"void","void_0033.jpg","D:\科研\Xray存档\X光图片20260330\缺陷照片20260603\焊点空洞\焊点空洞 (5).jpg","D:\科研\Xray存档\X光图片20260330\标注缺陷照片20260603\焊点空洞\焊点空洞 (5).jpg","D:\Xray\pcb_xray_annotation_workspace\references\red_marked\void\void_0033.jpg","found"
"void","void_0034.jpg","D:\科研\Xray存档\X光图片20260330\缺陷照片20260603\焊点空洞\焊点空洞 (6).jpg","D:\科研\Xray存档\X光图片20260330\标注缺陷照片20260603\焊点空洞\焊点空洞 (6).jpg","D:\Xray\pcb_xray_annotation_workspace\references\red_marked\void\void_0034.jpg","found"
"void","void_0035.jpg","D:\科研\Xray存档\X光图片20260330\缺陷照片20260603\焊点空洞\焊点空洞 (7).jpg","D:\科研\Xray存档\X光图片20260330\标注缺陷照片20260603\焊点空洞\焊点空洞 (7).jpg","D:\Xray\pcb_xray_annotation_workspace\references\red_marked\void\void_0035.jpg","found"
"void","void_0036.jpg","D:\科研\Xray存档\X光图片20260330\缺陷照片20260603\焊点空洞\焊点空洞 (8).jpg","D:\科研\Xray存档\X光图片20260330\标注缺陷照片20260603\焊点空洞\焊点空洞 (8).jpg","D:\Xray\pcb_xray_annotation_workspace\references\red_marked\void\void_0036.jpg","found"
"void","void_0037.jpg","D:\科研\Xray存档\X光图片20260330\缺陷照片20260603\焊点空洞\焊点空洞 (9).jpg","D:\科研\Xray存档\X光图片20260330\标注缺陷照片20260603\焊点空洞\焊点空洞 (9).jpg","D:\Xray\pcb_xray_annotation_workspace\references\red_marked\void\void_0037.jpg","found"
"void","void_0038.jpg","D:\科研\Xray存档\X光图片20260330\X光图片\X光检测图片新-未标记\焊点空洞\1.jpg","D:\科研\Xray存档\X光图片20260330\X光图片\X光检测图片新 - 标记\焊点空洞\1.jpg","D:\Xray\pcb_xray_annotation_workspace\references\red_marked\void\void_0038.jpg","found"
"void","void_0039.jpg","D:\科研\Xray存档\X光图片20260330\X光图片\X光检测图片新-未标记\焊点空洞\10.jpg","D:\科研\Xray存档\X光图片20260330\X光图片\X光检测图片新 - 标记\焊点空洞\10.jpg","D:\Xray\pcb_xray_annotation_workspace\references\red_marked\void\void_0039.jpg","found"
"void","void_0040.jpg","D:\科研\Xray存档\X光图片20260330\X光图片\X光检测图片新-未标记\焊点空洞\11.jpg","D:\科研\Xray存档\X光图片20260330\X光图片\X光检测图片新 - 标记\焊点空洞\11.jpg","D:\Xray\pcb_xray_annotation_workspace\references\red_marked\void\void_0040.jpg","found"
"void","void_0041.jpg","D:\科研\Xray存档\X光图片20260330\X光图片\X光检测图片新-未标记\焊点空洞\12.jpg","D:\科研\Xray存档\X光图片20260330\X光图片\X光检测图片新 - 标记\焊点空洞\12.jpg","D:\Xray\pcb_xray_annotation_workspace\references\red_marked\void\void_0041.jpg","found"
"void","void_0042.jpg","D:\科研\Xray存档\X光图片20260330\X光图片\X光检测图片新-未标记\焊点空洞\13.jpg","D:\科研\Xray存档\X光图片20260330\X光图片\X光检测图片新 - 标记\焊点空洞\13.jpg","D:\Xray\pcb_xray_annotation_workspace\references\red_marked\void\void_0042.jpg","found"
"void","void_0043.jpg","D:\科研\Xray存档\X光图片20260330\X光图片\X光检测图片新-未标记\焊点空洞\14.jpg","D:\科研\Xray存档\X光图片20260330\X光图片\X光检测图片新 - 标记\焊点空洞\14.jpg","D:\Xray\pcb_xray_annotation_workspace\references\red_marked\void\void_0043.jpg","found"
"void","void_0044.jpg","D:\科研\Xray存档\X光图片20260330\X光图片\X光检测图片新-未标记\焊点空洞\15.jpg","D:\科研\Xray存档\X光图片20260330\X光图片\X光检测图片新 - 标记\焊点空洞\15.jpg","D:\Xray\pcb_xray_annotation_workspace\references\red_marked\void\void_0044.jpg","found"
"void","void_0045.jpg","D:\科研\Xray存档\X光图片20260330\X光图片\X光检测图片新-未标记\焊点空洞\16.jpg","D:\科研\Xray存档\X光图片20260330\X光图片\X光检测图片新 - 标记\焊点空洞\16.jpg","D:\Xray\pcb_xray_annotation_workspace\references\red_marked\void\void_0045.jpg","found"
"void","void_0046.jpg","D:\科研\Xray存档\X光图片20260330\X光图片\X光检测图片新-未标记\焊点空洞\17.jpg","D:\科研\Xray存档\X光图片20260330\X光图片\X光检测图片新 - 标记\焊点空洞\17.jpg","D:\Xray\pcb_xray_annotation_workspace\references\red_marked\void\void_0046.jpg","found"
"void","void_0047.jpg","D:\科研\Xray存档\X光图片20260330\X光图片\X光检测图片新-未标记\焊点空洞\18.jpg","D:\科研\Xray存档\X光图片20260330\X光图片\X光检测图片新 - 标记\焊点空洞\18.jpg","D:\Xray\pcb_xray_annotation_workspace\references\red_marked\void\void_0047.jpg","found"
"void","void_0048.jpg","D:\科研\Xray存档\X光图片20260330\X光图片\X光检测图片新-未标记\焊点空洞\19.jpg","D:\科研\Xray存档\X光图片20260330\X光图片\X光检测图片新 - 标记\焊点空洞\19.jpg","D:\Xray\pcb_xray_annotation_workspace\references\red_marked\void\void_0048.jpg","found"
"void","void_0049.jpg","D:\科研\Xray存档\X光图片20260330\X光图片\X光检测图片新-未标记\焊点空洞\2.jpg","D:\科研\Xray存档\X光图片20260330\X光图片\X光检测图片新 - 标记\焊点空洞\2.jpg","D:\Xray\pcb_xray_annotation_workspace\references\red_marked\void\void_0049.jpg","found"
"void","void_0050.jpg","D:\科研\Xray存档\X光图片20260330\X光图片\X光检测图片新-未标记\焊点空洞\20.jpg","D:\科研\Xray存档\X光图片20260330\X光图片\X光检测图片新 - 标记\焊点空洞\20.jpg","D:\Xray\pcb_xray_annotation_workspace\references\red_marked\void\void_0050.jpg","found"
"void","void_0051.jpg","D:\科研\Xray存档\X光图片20260330\X光图片\X光检测图片新-未标记\焊点空洞\21.jpg","D:\科研\Xray存档\X光图片20260330\X光图片\X光检测图片新 - 标记\焊点空洞\21.jpg","D:\Xray\pcb_xray_annotation_workspace\references\red_marked\void\void_0051.jpg","found"
"void","void_0052.jpg","D:\科研\Xray存档\X光图片20260330\X光图片\X光检测图片新-未标记\焊点空洞\22.jpg","D:\科研\Xray存档\X光图片20260330\X光图片\X光检测图片新 - 标记\焊点空洞\22.jpg","D:\Xray\pcb_xray_annotation_workspace\references\red_marked\void\void_0052.jpg","found"
"void","void_0053.jpg","D:\科研\Xray存档\X光图片20260330\X光图片\X光检测图片新-未标记\焊点空洞\23.jpg","D:\科研\Xray存档\X光图片20260330\X光图片\X光检测图片新 - 标记\焊点空洞\23.jpg","D:\Xray\pcb_xray_annotation_workspace\references\red_marked\void\void_0053.jpg","found"
"void","void_0054.jpg","D:\科研\Xray存档\X光图片20260330\X光图片\X光检测图片新-未标记\焊点空洞\24.jpg","D:\科研\Xray存档\X光图片20260330\X光图片\X光检测图片新 - 标记\焊点空洞\24.jpg","D:\Xray\pcb_xray_annotation_workspace\references\red_marked\void\void_0054.jpg","found"
"void","void_0055.jpg","D:\科研\Xray存档\X光图片20260330\X光图片\X光检测图片新-未标记\焊点空洞\25.jpg","D:\科研\Xray存档\X光图片20260330\X光图片\X光检测图片新 - 标记\焊点空洞\25.jpg","D:\Xray\pcb_xray_annotation_workspace\references\red_marked\void\void_0055.jpg","found"
"void","void_0056.jpg","D:\科研\Xray存档\X光图片20260330\X光图片\X光检测图片新-未标记\焊点空洞\26.jpg","D:\科研\Xray存档\X光图片20260330\X光图片\X光检测图片新 - 标记\焊点空洞\26.jpg","D:\Xray\pcb_xray_annotation_workspace\references\red_marked\void\void_0056.jpg","found"
"void","void_0057.jpg","D:\科研\Xray存档\X光图片20260330\X光图片\X光检测图片新-未标记\焊点空洞\27.jpg","D:\科研\Xray存档\X光图片20260330\X光图片\X光检测图片新 - 标记\焊点空洞\27.jpg","D:\Xray\pcb_xray_annotation_workspace\references\red_marked\void\void_0057.jpg","found"
"void","void_0058.jpg","D:\科研\Xray存档\X光图片20260330\X光图片\X光检测图片新-未标记\焊点空洞\28.jpg","D:\科研\Xray存档\X光图片20260330\X光图片\X光检测图片新 - 标记\焊点空洞\28.jpg","D:\Xray\pcb_xray_annotation_workspace\references\red_marked\void\void_0058.jpg","found"
"void","void_0060.jpg","D:\科研\Xray存档\X光图片20260330\X光图片\X光检测图片新-未标记\焊点空洞\3.jpg","D:\科研\Xray存档\X光图片20260330\X光图片\X光检测图片新 - 标记\焊点空洞\3.jpg","D:\Xray\pcb_xray_annotation_workspace\references\red_marked\void\void_0060.jpg","found"
"void","void_0062.jpg","D:\科研\Xray存档\X光图片20260330\X光图片\X光检测图片新-未标记\焊点空洞\31.jpg","D:\科研\Xray存档\X光图片20260330\X光图片\X光检测图片新 - 标记\焊点空洞\31.jpg","D:\Xray\pcb_xray_annotation_workspace\references\red_marked\void\void_0062.jpg","found"
"void","void_0063.jpg","D:\科研\Xray存档\X光图片20260330\X光图片\X光检测图片新-未标记\焊点空洞\32.jpg","D:\科研\Xray存档\X光图片20260330\X光图片\X光检测图片新 - 标记\焊点空洞\32.jpg","D:\Xray\pcb_xray_annotation_workspace\references\red_marked\void\void_0063.jpg","found"
"void","void_0064.jpg","D:\科研\Xray存档\X光图片20260330\X光图片\X光检测图片新-未标记\焊点空洞\33.jpg","D:\科研\Xray存档\X光图片20260330\X光图片\X光检测图片新 - 标记\焊点空洞\33.jpg","D:\Xray\pcb_xray_annotation_workspace\references\red_marked\void\void_0064.jpg","found"
"void","void_0065.jpg","D:\科研\Xray存档\X光图片20260330\X光图片\X光检测图片新-未标记\焊点空洞\34.jpg","D:\科研\Xray存档\X光图片20260330\X光图片\X光检测图片新 - 标记\焊点空洞\34.jpg","D:\Xray\pcb_xray_annotation_workspace\references\red_marked\void\void_0065.jpg","found"
"void","void_0066.jpg","D:\科研\Xray存档\X光图片20260330\X光图片\X光检测图片新-未标记\焊点空洞\35.jpg","D:\科研\Xray存档\X光图片20260330\X光图片\X光检测图片新 - 标记\焊点空洞\35.jpg","D:\Xray\pcb_xray_annotation_workspace\references\red_marked\void\void_0066.jpg","found"
"void","void_0067.jpg","D:\科研\Xray存档\X光图片20260330\X光图片\X光检测图片新-未标记\焊点空洞\4.jpg","D:\科研\Xray存档\X光图片20260330\X光图片\X光检测图片新 - 标记\焊点空洞\4.jpg","D:\Xray\pcb_xray_annotation_workspace\references\red_marked\void\void_0067.jpg","found"
"void","void_0068.jpg","D:\科研\Xray存档\X光图片20260330\X光图片\X光检测图片新-未标记\焊点空洞\5.jpg","D:\科研\Xray存档\X光图片20260330\X光图片\X光检测图片新 - 标记\焊点空洞\5.jpg","D:\Xray\pcb_xray_annotation_workspace\references\red_marked\void\void_0068.jpg","found"
"void","void_0069.jpg","D:\科研\Xray存档\X光图片20260330\X光图片\X光检测图片新-未标记\焊点空洞\6.jpg","D:\科研\Xray存档\X光图片20260330\X光图片\X光检测图片新 - 标记\焊点空洞\6.jpg","D:\Xray\pcb_xray_annotation_workspace\references\red_marked\void\void_0069.jpg","found"
"void","void_0070.jpg","D:\科研\Xray存档\X光图片20260330\X光图片\X光检测图片新-未标记\焊点空洞\7.jpg","D:\科研\Xray存档\X光图片20260330\X光图片\X光检测图片新 - 标记\焊点空洞\7.jpg","D:\Xray\pcb_xray_annotation_workspace\references\red_marked\void\void_0070.jpg","found"
"void","void_0071.jpg","D:\科研\Xray存档\X光图片20260330\X光图片\X光检测图片新-未标记\焊点空洞\8.jpg","D:\科研\Xray存档\X光图片20260330\X光图片\X光检测图片新 - 标记\焊点空洞\8.jpg","D:\Xray\pcb_xray_annotation_workspace\references\red_marked\void\void_0071.jpg","found"
"insufficient_through_solder","insufficient_through_solder_0001.jpg","D:\科研\Xray存档\X光图片20260330\缺陷照片20260603\过锡不良\过锡不良 (1).jpg","D:\科研\Xray存档\X光图片20260330\标注缺陷照片20260603\过锡不良\过锡不良 (1).jpg","D:\Xray\pcb_xray_annotation_workspace\references\red_marked\insufficient_through_solder\insufficient_through_solder_0001.jpg","found"
"insufficient_through_solder","insufficient_through_solder_0002.jpg","D:\科研\Xray存档\X光图片20260330\缺陷照片20260603\过锡不良\过锡不良 (10).jpg","D:\科研\Xray存档\X光图片20260330\标注缺陷照片20260603\过锡不良\过锡不良 (10).jpg","D:\Xray\pcb_xray_annotation_workspace\references\red_marked\insufficient_through_solder\insufficient_through_solder_0002.jpg","found"
"insufficient_through_solder","insufficient_through_solder_0003.jpg","D:\科研\Xray存档\X光图片20260330\缺陷照片20260603\过锡不良\过锡不良 (11).jpg","D:\科研\Xray存档\X光图片20260330\标注缺陷照片20260603\过锡不良\过锡不良 (11).jpg","D:\Xray\pcb_xray_annotation_workspace\references\red_marked\insufficient_through_solder\insufficient_through_solder_0003.jpg","found"
"insufficient_through_solder","insufficient_through_solder_0004.jpg","D:\科研\Xray存档\X光图片20260330\缺陷照片20260603\过锡不良\过锡不良 (12).jpg","D:\科研\Xray存档\X光图片20260330\标注缺陷照片20260603\过锡不良\过锡不良 (12).jpg","D:\Xray\pcb_xray_annotation_workspace\references\red_marked\insufficient_through_solder\insufficient_through_solder_0004.jpg","found"
"insufficient_through_solder","insufficient_through_solder_0005.jpg","D:\科研\Xray存档\X光图片20260330\缺陷照片20260603\过锡不良\过锡不良 (13).jpg","D:\科研\Xray存档\X光图片20260330\标注缺陷照片20260603\过锡不良\过锡不良 (13).jpg","D:\Xray\pcb_xray_annotation_workspace\references\red_marked\insufficient_through_solder\insufficient_through_solder_0005.jpg","found"
"insufficient_through_solder","insufficient_through_solder_0006.jpg","D:\科研\Xray存档\X光图片20260330\缺陷照片20260603\过锡不良\过锡不良 (14).jpg","D:\科研\Xray存档\X光图片20260330\标注缺陷照片20260603\过锡不良\过锡不良 (14).jpg","D:\Xray\pcb_xray_annotation_workspace\references\red_marked\insufficient_through_solder\insufficient_through_solder_0006.jpg","found"
"insufficient_through_solder","insufficient_through_solder_0007.jpg","D:\科研\Xray存档\X光图片20260330\缺陷照片20260603\过锡不良\过锡不良 (15).jpg","D:\科研\Xray存档\X光图片20260330\标注缺陷照片20260603\过锡不良\过锡不良 (15).jpg","D:\Xray\pcb_xray_annotation_workspace\references\red_marked\insufficient_through_solder\insufficient_through_solder_0007.jpg","found"
"insufficient_through_solder","insufficient_through_solder_0008.jpg","D:\科研\Xray存档\X光图片20260330\缺陷照片20260603\过锡不良\过锡不良 (16).jpg","D:\科研\Xray存档\X光图片20260330\标注缺陷照片20260603\过锡不良\过锡不良 (16).jpg","D:\Xray\pcb_xray_annotation_workspace\references\red_marked\insufficient_through_solder\insufficient_through_solder_0008.jpg","found"
"insufficient_through_solder","insufficient_through_solder_0009.jpg","D:\科研\Xray存档\X光图片20260330\缺陷照片20260603\过锡不良\过锡不良 (17).jpg","D:\科研\Xray存档\X光图片20260330\标注缺陷照片20260603\过锡不良\过锡不良 (17).jpg","D:\Xray\pcb_xray_annotation_workspace\references\red_marked\insufficient_through_solder\insufficient_through_solder_0009.jpg","found"
"insufficient_through_solder","insufficient_through_solder_0010.jpg","D:\科研\Xray存档\X光图片20260330\缺陷照片20260603\过锡不良\过锡不良 (18).jpg","D:\科研\Xray存档\X光图片20260330\标注缺陷照片20260603\过锡不良\过锡不良 (18).jpg","D:\Xray\pcb_xray_annotation_workspace\references\red_marked\insufficient_through_solder\insufficient_through_solder_0010.jpg","found"
"insufficient_through_solder","insufficient_through_solder_0011.jpg","D:\科研\Xray存档\X光图片20260330\缺陷照片20260603\过锡不良\过锡不良 (19).jpg","D:\科研\Xray存档\X光图片20260330\标注缺陷照片20260603\过锡不良\过锡不良 (19).jpg","D:\Xray\pcb_xray_annotation_workspace\references\red_marked\insufficient_through_solder\insufficient_through_solder_0011.jpg","found"
"insufficient_through_solder","insufficient_through_solder_0012.jpg","D:\科研\Xray存档\X光图片20260330\缺陷照片20260603\过锡不良\过锡不良 (2).jpg","D:\科研\Xray存档\X光图片20260330\标注缺陷照片20260603\过锡不良\过锡不良 (2).jpg","D:\Xray\pcb_xray_annotation_workspace\references\red_marked\insufficient_through_solder\insufficient_through_solder_0012.jpg","found"
"insufficient_through_solder","insufficient_through_solder_0013.jpg","D:\科研\Xray存档\X光图片20260330\缺陷照片20260603\过锡不良\过锡不良 (20).jpg","D:\科研\Xray存档\X光图片20260330\标注缺陷照片20260603\过锡不良\过锡不良 (20).jpg","D:\Xray\pcb_xray_annotation_workspace\references\red_marked\insufficient_through_solder\insufficient_through_solder_0013.jpg","found"
"insufficient_through_solder","insufficient_through_solder_0014.jpg","D:\科研\Xray存档\X光图片20260330\缺陷照片20260603\过锡不良\过锡不良 (21).jpg","D:\科研\Xray存档\X光图片20260330\标注缺陷照片20260603\过锡不良\过锡不良 (21).jpg","D:\Xray\pcb_xray_annotation_workspace\references\red_marked\insufficient_through_solder\insufficient_through_solder_0014.jpg","found"
"insufficient_through_solder","insufficient_through_solder_0015.jpg","D:\科研\Xray存档\X光图片20260330\缺陷照片20260603\过锡不良\过锡不良 (22).jpg","D:\科研\Xray存档\X光图片20260330\标注缺陷照片20260603\过锡不良\过锡不良 (22).jpg","D:\Xray\pcb_xray_annotation_workspace\references\red_marked\insufficient_through_solder\insufficient_through_solder_0015.jpg","found"
"insufficient_through_solder","insufficient_through_solder_0016.jpg","D:\科研\Xray存档\X光图片20260330\缺陷照片20260603\过锡不良\过锡不良 (23).jpg","D:\科研\Xray存档\X光图片20260330\标注缺陷照片20260603\过锡不良\过锡不良 (23).jpg","D:\Xray\pcb_xray_annotation_workspace\references\red_marked\insufficient_through_solder\insufficient_through_solder_0016.jpg","found"
"insufficient_through_solder","insufficient_through_solder_0017.jpg","D:\科研\Xray存档\X光图片20260330\缺陷照片20260603\过锡不良\过锡不良 (24).jpg","D:\科研\Xray存档\X光图片20260330\标注缺陷照片20260603\过锡不良\过锡不良 (24).jpg","D:\Xray\pcb_xray_annotation_workspace\references\red_marked\insufficient_through_solder\insufficient_through_solder_0017.jpg","found"
