split,label,image_path,label_path
train,void,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0073.jpg,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0073.json
train,void,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0046.jpg,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0046.json
train,void,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0064.jpg,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0064.json
train,void,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0087.jpg,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0087.json
train,void,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0085.jpg,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0085.json
train,void,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0052.jpg,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0052.json
train,void,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0049.jpg,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0049.json
train,void,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0067.jpg,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0067.json
train,void,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0075.jpg,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0075.json
train,void,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0044.jpg,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0044.json
train,void,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0079.jpg,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0079.json
train,void,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0084.jpg,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0084.json
train,void,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0065.jpg,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0065.json
train,void,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0009.jpg,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0009.json
train,void,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0023.jpg,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0023.json
train,void,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0039.jpg,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0039.json
train,void,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0070.jpg,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0070.json
train,void,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0035.jpg,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0035.json
train,void,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0011.jpg,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0011.json
train,void,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0058.jpg,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0058.json
train,void,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0057.jpg,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0057.json
train,void,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0105.jpg,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0105.json
train,void,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0054.jpg,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0054.json
train,void,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0007.jpg,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0007.json
train,void,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0043.jpg,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0043.json
train,void,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0062.jpg,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0062.json
train,void,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0051.jpg,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0051.json
train,void,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0111.jpg,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0111.json
train,void,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0083.jpg,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0083.json
train,void,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0096.jpg,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0096.json
train,void,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0102.jpg,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0102.json
train,void,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0038.jpg,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0038.json
train,void,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0025.jpg,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0025.json
train,void,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0041.jpg,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0041.json
train,void,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0042.jpg,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0042.json
train,void,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0020.jpg,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0020.json
train,void,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0088.jpg,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0088.json
train,void,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0006.jpg,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0006.json
train,void,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0026.jpg,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0026.json
train,void,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0008.jpg,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0008.json
train,void,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0036.jpg,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0036.json
train,void,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0092.jpg,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0092.json
train,void,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0048.jpg,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0048.json
train,void,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0003.jpg,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0003.json
train,void,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0053.jpg,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0053.json
train,void,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0018.jpg,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0018.json
train,void,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0040.jpg,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0040.json
train,void,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0024.jpg,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0024.json
train,void,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0078.jpg,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0078.json
train,void,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0047.jpg,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0047.json
train,void,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0013.jpg,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0013.json
train,void,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0050.jpg,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0050.json
train,void,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0094.jpg,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0094.json
train,void,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0103.jpg,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0103.json
train,void,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0077.jpg,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0077.json
train,void,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0093.jpg,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0093.json
train,void,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0021.jpg,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0021.json
train,void,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0081.jpg,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0081.json
train,void,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0045.jpg,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0045.json
train,void,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0097.jpg,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0097.json
train,void,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0022.jpg,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0022.json
val,void,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0001.jpg,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0001.json
val,void,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0108.jpg,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0108.json
val,void,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0098.jpg,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0098.json
val,void,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0060.jpg,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0060.json
val,void,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0106.jpg,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0106.json
val,void,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0055.jpg,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0055.json
val,void,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0100.jpg,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0100.json
val,void,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0027.jpg,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0027.json
val,void,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0076.jpg,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0076.json
val,void,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0095.jpg,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0095.json
val,void,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0082.jpg,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0082.json
val,void,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0068.jpg,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0068.json
val,void,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0031.jpg,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0031.json
val,void,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0029.jpg,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0029.json
val,void,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0101.jpg,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0101.json
val,void,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0110.jpg,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0110.json
val,void,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0005.jpg,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0005.json
val,void,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0056.jpg,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0056.json
val,void,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0080.jpg,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0080.json
val,void,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0012.jpg,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0012.json
val,void,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0074.jpg,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0074.json
test,void,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0104.jpg,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0104.json
test,void,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0091.jpg,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0091.json
test,void,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0015.jpg,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0015.json
test,void,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0109.jpg,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0109.json
test,void,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0019.jpg,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0019.json
test,void,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0030.jpg,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0030.json
test,void,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0033.jpg,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0033.json
test,void,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0037.jpg,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0037.json
test,void,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0099.jpg,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0099.json
test,void,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0004.jpg,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0004.json
test,void,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0016.jpg,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0016.json
test,void,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0086.jpg,D:/Xray/pcb_xray_annotation_workspace/images/void/void_0086.json
train,background,D:/Xray/pcb_xray_annotation_workspace/images/insufficient_through_solder/insufficient_through_solder_0011.jpg,
train,background,D:/Xray/pcb_xray_annotation_workspace/images/insufficient_through_solder/insufficient_through_solder_0066.jpg,
train,background,D:/Xray/pcb_xray_annotation_workspace/images/insufficient_through_solder/insufficient_through_solder_0042.jpg,
train,background,D:/Xray/pcb_xray_annotation_workspace/images/insufficient_through_solder/insufficient_through_solder_0091.jpg,
train,background,D:/Xray/pcb_xray_annotation_workspace/images/insufficient_through_solder/insufficient_through_solder_0089.jpg,
train,background,D:/Xray/pcb_xray_annotation_workspace/images/insufficient_through_solder/insufficient_through_solder_0020.jpg,
train,background,D:/Xray/pcb_xray_annotation_workspace/images/bridge/bridge_0010.jpg,
train,background,D:/Xray/pcb_xray_annotation_workspace/images/insufficient_through_solder/insufficient_through_solder_0038.jpg,
train,background,D:/Xray/pcb_xray_annotation_workspace/images/bridge/bridge_0025.jpg,
train,background,D:/Xray/pcb_xray_annotation_workspace/images/insufficient_through_solder/insufficient_through_solder_0081.jpg,
train,background,D:/Xray/pcb_xray_annotation_workspace/images/bridge/bridge_0004.jpg,
train,background,D:/Xray/pcb_xray_annotation_workspace/images/insufficient_through_solder/insufficient_through_solder_0018.jpg,
train,background,D:/Xray/pcb_xray_annotation_workspace/images/bridge/bridge_0016.jpg,
train,background,D:/Xray/pcb_xray_annotation_workspace/images/insufficient_through_solder/insufficient_through_solder_0057.jpg,
train,background,D:/Xray/pcb_xray_annotation_workspace/images/insufficient_through_solder/insufficient_through_solder_0007.jpg,
train,background,D:/Xray/pcb_xray_annotation_workspace/images/insufficient_through_solder/insufficient_through_solder_0053.jpg,
train,background,D:/Xray/pcb_xray_annotation_workspace/images/insufficient_through_solder/insufficient_through_solder_0060.jpg,
train,background,D:/Xray/pcb_xray_annotation_workspace/images/bridge/bridge_0022.jpg,
train,background,D:/Xray/pcb_xray_annotation_workspace/images/insufficient_through_solder/insufficient_through_solder_0071.jpg,
train,background,D:/Xray/pcb_xray_annotation_workspace/images/insufficient_through_solder/insufficient_through_solder_0073.jpg,
train,background,D:/Xray/pcb_xray_annotation_workspace/images/bridge/bridge_0027.jpg,
train,background,D:/Xray/pcb_xray_annotation_workspace/images/insufficient_through_solder/insufficient_through_solder_0024.jpg,
train,background,D:/Xray/pcb_xray_annotation_workspace/images/insufficient_through_solder/insufficient_through_solder_0028.jpg,
train,background,D:/Xray/pcb_xray_annotation_workspace/images/bridge/bridge_0030.jpg,
train,background,D:/Xray/pcb_xray_annotation_workspace/images/bridge/bridge_0018.jpg,
train,background,D:/Xray/pcb_xray_annotation_workspace/images/bridge/bridge_0019.jpg,
train,background,D:/Xray/pcb_xray_annotation_workspace/images/insufficient_through_solder/insufficient_through_solder_0039.jpg,
train,background,D:/Xray/pcb_xray_annotation_workspace/images/insufficient_through_solder/insufficient_through_solder_0012.jpg,
train,background,D:/Xray/pcb_xray_annotation_workspace/images/insufficient_through_solder/insufficient_through_solder_0041.jpg,
train,background,D:/Xray/pcb_xray_annotation_workspace/images/insufficient_through_solder/insufficient_through_solder_0098.jpg,
train,background,D:/Xray/pcb_xray_annotation_workspace/images/insufficient_through_solder/insufficient_through_solder_0072.jpg,
train,background,D:/Xray/pcb_xray_annotation_workspace/images/insufficient_through_solder/insufficient_through_solder_0050.jpg,
train,background,D:/Xray/pcb_xray_annotation_workspace/images/insufficient_through_solder/insufficient_through_solder_0033.jpg,
train,background,D:/Xray/pcb_xray_annotation_workspace/images/insufficient_through_solder/insufficient_through_solder_0062.jpg,
train,background,D:/Xray/pcb_xray_annotation_workspace/images/bridge/bridge_0029.jpg,
train,background,D:/Xray/pcb_xray_annotation_workspace/images/bridge/bridge_0024.jpg,
train,background,D:/Xray/pcb_xray_annotation_workspace/images/insufficient_through_solder/insufficient_through_solder_0045.jpg,
train,background,D:/Xray/pcb_xray_annotation_workspace/images/insufficient_through_solder/insufficient_through_solder_0046.jpg,
train,background,D:/Xray/pcb_xray_annotation_workspace/images/bridge/bridge_0013.jpg,
train,background,D:/Xray/pcb_xray_annotation_workspace/images/insufficient_through_solder/insufficient_through_solder_0097.jpg,
train,background,D:/Xray/pcb_xray_annotation_workspace/images/insufficient_through_solder/insufficient_through_solder_0051.jpg,
train,background,D:/Xray/pcb_xray_annotation_workspace/images/bridge/bridge_0028.jpg,
train,background,D:/Xray/pcb_xray_annotation_workspace/images/insufficient_through_solder/insufficient_through_solder_0065.jpg,
train,background,D:/Xray/pcb_xray_annotation_workspace/images/insufficient_through_solder/insufficient_through_solder_0055.jpg,
train,background,D:/Xray/pcb_xray_annotation_workspace/images/bridge/bridge_0017.jpg,
train,background,D:/Xray/pcb_xray_annotation_workspace/images/bridge/bridge_0011.jpg,
train,background,D:/Xray/pcb_xray_annotation_workspace/images/insufficient_through_solder/insufficient_through_solder_0106.jpg,
train,background,D:/Xray/pcb_xray_annotation_workspace/images/insufficient_through_solder/insufficient_through_solder_0092.jpg,
train,background,D:/Xray/pcb_xray_annotation_workspace/images/insufficient_through_solder/insufficient_through_solder_0009.jpg,
train,background,D:/Xray/pcb_xray_annotation_workspace/images/insufficient_through_solder/insufficient_through_solder_0017.jpg,
train,background,D:/Xray/pcb_xray_annotation_workspace/images/insufficient_through_solder/insufficient_through_solder_0079.jpg,
train,background,D:/Xray/pcb_xray_annotation_workspace/images/insufficient_through_solder/insufficient_through_solder_0078.jpg,
train,background,D:/Xray/pcb_xray_annotation_workspace/images/insufficient_through_solder/insufficient_through_solder_0064.jpg,
train,background,D:/Xray/pcb_xray_annotation_workspace/images/insufficient_through_solder/insufficient_through_solder_0088.jpg,
train,background,D:/Xray/pcb_xray_annotation_workspace/images/bridge/bridge_0005.jpg,
train,background,D:/Xray/pcb_xray_annotation_workspace/images/insufficient_through_solder/insufficient_through_solder_0019.jpg,
train,background,D:/Xray/pcb_xray_annotation_workspace/images/bridge/bridge_0032.jpg,
train,background,D:/Xray/pcb_xray_annotation_workspace/images/insufficient_through_solder/insufficient_through_solder_0040.jpg,
train,background,D:/Xray/pcb_xray_annotation_workspace/images/insufficient_through_solder/insufficient_through_solder_0075.jpg,
train,background,D:/Xray/pcb_xray_annotation_workspace/images/bridge/bridge_0006.jpg,
train,background,D:/Xray/pcb_xray_annotation_workspace/images/insufficient_through_solder/insufficient_through_solder_0027.jpg,
train,background,D:/Xray/pcb_xray_annotation_workspace/images/insufficient_through_solder/insufficient_through_solder_0103.jpg,
train,background,D:/Xray/pcb_xray_annotation_workspace/images/insufficient_through_solder/insufficient_through_solder_0095.jpg,
train,background,D:/Xray/pcb_xray_annotation_workspace/images/insufficient_through_solder/insufficient_through_solder_0093.jpg,
train,background,D:/Xray/pcb_xray_annotation_workspace/images/bridge/bridge_0008.jpg,
train,background,D:/Xray/pcb_xray_annotation_workspace/images/bridge/bridge_0031.jpg,
train,background,D:/Xray/pcb_xray_annotation_workspace/images/insufficient_through_solder/insufficient_through_solder_0006.jpg,
train,background,D:/Xray/pcb_xray_annotation_workspace/images/insufficient_through_solder/insufficient_through_solder_0013.jpg,
train,background,D:/Xray/pcb_xray_annotation_workspace/images/insufficient_through_solder/insufficient_through_solder_0061.jpg,
train,background,D:/Xray/pcb_xray_annotation_workspace/images/bridge/bridge_0003.jpg,
train,background,D:/Xray/pcb_xray_annotation_workspace/images/insufficient_through_solder/insufficient_through_solder_0029.jpg,
train,background,D:/Xray/pcb_xray_annotation_workspace/images/insufficient_through_solder/insufficient_through_solder_0008.jpg,
train,background,D:/Xray/pcb_xray_annotation_workspace/images/insufficient_through_solder/insufficient_through_solder_0056.jpg,
train,background,D:/Xray/pcb_xray_annotation_workspace/images/insufficient_through_solder/insufficient_through_solder_0074.jpg,
train,background,D:/Xray/pcb_xray_annotation_workspace/images/insufficient_through_solder/insufficient_through_solder_0036.jpg,
train,background,D:/Xray/pcb_xray_annotation_workspace/images/insufficient_through_solder/insufficient_through_solder_0058.jpg,
train,background,D:/Xray/pcb_xray_annotation_workspace/images/insufficient_through_solder/insufficient_through_solder_0014.jpg,
train,background,D:/Xray/pcb_xray_annotation_workspace/images/insufficient_through_solder/insufficient_through_solder_0086.jpg,
train,background,D:/Xray/pcb_xray_annotation_workspace/images/bridge/bridge_0026.jpg,
train,background,D:/Xray/pcb_xray_annotation_workspace/images/insufficient_through_solder/insufficient_through_solder_0044.jpg,
train,background,D:/Xray/pcb_xray_annotation_workspace/images/insufficient_through_solder/insufficient_through_solder_0052.jpg,
train,background,D:/Xray/pcb_xray_annotation_workspace/images/insufficient_through_solder/insufficient_through_solder_0048.jpg,
train,background,D:/Xray/pcb_xray_annotation_workspace/images/insufficient_through_solder/insufficient_through_solder_0005.jpg,
train,background,D:/Xray/pcb_xray_annotation_workspace/images/insufficient_through_solder/insufficient_through_solder_0085.jpg,
train,background,D:/Xray/pcb_xray_annotation_workspace/images/bridge/bridge_0014.jpg,
train,background,D:/Xray/pcb_xray_annotation_workspace/images/insufficient_through_solder/insufficient_through_solder_0067.jpg,
train,background,D:/Xray/pcb_xray_annotation_workspace/images/bridge/bridge_0023.jpg,
train,background,D:/Xray/pcb_xray_annotation_workspace/images/insufficient_through_solder/insufficient_through_solder_0031.jpg,
train,background,D:/Xray/pcb_xray_annotation_workspace/images/bridge/bridge_0034.jpg,
train,background,D:/Xray/pcb_xray_annotation_workspace/images/bridge/bridge_0001.jpg,
train,background,D:/Xray/pcb_xray_annotation_workspace/images/insufficient_through_solder/insufficient_through_solder_0025.jpg,
train,background,D:/Xray/pcb_xray_annotation_workspace/images/insufficient_through_solder/insufficient_through_solder_0104.jpg,
train,background,D:/Xray/pcb_xray_annotation_workspace/images/insufficient_through_solder/insufficient_through_solder_0022.jpg,
train,background,D:/Xray/pcb_xray_annotation_workspace/images/insufficient_through_solder/insufficient_through_solder_0004.jpg,
train,background,D:/Xray/pcb_xray_annotation_workspace/images/insufficient_through_solder/insufficient_through_solder_0083.jpg,
train,background,D:/Xray/pcb_xray_annotation_workspace/images/insufficient_through_solder/insufficient_through_solder_0010.jpg,
train,background,D:/Xray/pcb_xray_annotation_workspace/images/insufficient_through_solder/insufficient_through_solder_0049.jpg,
train,background,D:/Xray/pcb_xray_annotation_workspace/images/insufficient_through_solder/insufficient_through_solder_0001.jpg,
train,background,D:/Xray/pcb_xray_annotation_workspace/images/insufficient_through_solder/insufficient_through_solder_0090.jpg,
train,background,D:/Xray/pcb_xray_annotation_workspace/images/insufficient_through_solder/insufficient_through_solder_0035.jpg,
val,background,D:/Xray/pcb_xray_annotation_workspace/images/insufficient_through_solder/insufficient_through_solder_0070.jpg,
val,background,D:/Xray/pcb_xray_annotation_workspace/images/insufficient_through_solder/insufficient_through_solder_0087.jpg,
val,background,D:/Xray/pcb_xray_annotation_workspace/images/insufficient_through_solder/insufficient_through_solder_0096.jpg,
val,background,D:/Xray/pcb_xray_annotation_workspace/images/insufficient_through_solder/insufficient_through_solder_0082.jpg,
val,background,D:/Xray/pcb_xray_annotation_workspace/images/bridge/bridge_0002.jpg,
val,background,D:/Xray/pcb_xray_annotation_workspace/images/insufficient_through_solder/insufficient_through_solder_0037.jpg,
val,background,D:/Xray/pcb_xray_annotation_workspace/images/bridge/bridge_0033.jpg,
val,background,D:/Xray/pcb_xray_annotation_workspace/images/insufficient_through_solder/insufficient_through_solder_0099.jpg,
val,background,D:/Xray/pcb_xray_annotation_workspace/images/insufficient_through_solder/insufficient_through_solder_0026.jpg,
val,background,D:/Xray/pcb_xray_annotation_workspace/images/insufficient_through_solder/insufficient_through_solder_0080.jpg,
val,background,D:/Xray/pcb_xray_annotation_workspace/images/insufficient_through_solder/insufficient_through_solder_0015.jpg,
val,background,D:/Xray/pcb_xray_annotation_workspace/images/insufficient_through_solder/insufficient_through_solder_0016.jpg,
val,background,D:/Xray/pcb_xray_annotation_workspace/images/bridge/bridge_0009.jpg,
val,background,D:/Xray/pcb_xray_annotation_workspace/images/insufficient_through_solder/insufficient_through_solder_0043.jpg,
val,background,D:/Xray/pcb_xray_annotation_workspace/images/insufficient_through_solder/insufficient_through_solder_0107.jpg,
val,background,D:/Xray/pcb_xray_annotation_workspace/images/insufficient_through_solder/insufficient_through_solder_0054.jpg,
