id,source_image,source_category,crop_left,crop_top,crop_right,crop_bottom,image_label,object_count
X光图片20260603_000029,X光图片20260603/未标注/多余物/多余物 (5).jpg,多余物,1059,1024,2083,2121,缺陷,1
X光图片20260603_000030,X光图片20260603/未标注/多余物/多余物 (5).jpg,多余物,2083,1024,3200,2121,无,0
X光图片20260603_000031,X光图片20260603/未标注/多余物/多余物 (6).jpg,多余物,0,0,1024,1024,缺陷,1
X光图片20260603_000032,X光图片20260603/未标注/多余物/多余物 (6).jpg,多余物,1024,0,2048,1024,无,0
X光图片20260603_000033,X光图片20260603/未标注/多余物/多余物 (6).jpg,多余物,2048,0,3200,1024,无,0
X光图片20260603_000034,X光图片20260603/未标注/多余物/多余物 (6).jpg,多余物,0,1024,1024,2121,无,0
X光图片20260603_000035,X光图片20260603/未标注/多余物/多余物 (6).jpg,多余物,1024,1024,2048,2121,缺陷,1
X光图片20260603_000036,X光图片20260603/未标注/多余物/多余物 (6).jpg,多余物,2048,1024,3200,2121,无,0
X光图片20260603_000037,X光图片20260603/未标注/多余物/多余物 (7).jpg,多余物,0,0,1024,1024,无,0
X光图片20260603_000038,X光图片20260603/未标注/多余物/多余物 (7).jpg,多余物,1024,0,2048,1024,缺陷,1
X光图片20260603_000039,X光图片20260603/未标注/多余物/多余物 (7).jpg,多余物,2048,0,3200,1024,无,0
X光图片20260603_000040,X光图片20260603/未标注/多余物/多余物 (7).jpg,多余物,0,1024,1024,2121,无,0
X光图片20260603_000041,X光图片20260603/未标注/多余物/多余物 (7).jpg,多余物,1024,1024,2048,2121,无,0
X光图片20260603_000042,X光图片20260603/未标注/多余物/多余物 (7).jpg,多余物,2048,1024,3200,2121,无,0
X光图片20260603_000043,X光图片20260603/未标注/多余物/多余物 (8).jpg,多余物,0,0,1024,1024,缺陷,1
X光图片20260603_000044,X光图片20260603/未标注/多余物/多余物 (8).jpg,多余物,1024,0,2048,1024,无,0
X光图片20260603_000045,X光图片20260603/未标注/多余物/多余物 (8).jpg,多余物,2048,0,3200,1024,无,0
X光图片20260603_000046,X光图片20260603/未标注/多余物/多余物 (8).jpg,多余物,0,1024,1024,2121,无,0
X光图片20260603_000047,X光图片20260603/未标注/多余物/多余物 (8).jpg,多余物,1024,1024,2048,2121,缺陷,1
X光图片20260603_000048,X光图片20260603/未标注/多余物/多余物 (8).jpg,多余物,2048,1024,3200,2121,无,0
X光图片20260603_000049,X光图片20260603/未标注/多余物/多余物 (9).jpg,多余物,0,0,1024,1024,无,0
X光图片20260603_000050,X光图片20260603/未标注/多余物/多余物 (9).jpg,多余物,1024,0,2048,1024,无,0
X光图片20260603_000051,X光图片20260603/未标注/多余物/多余物 (9).jpg,多余物,2048,0,3200,1024,无,0
X光图片20260603_000052,X光图片20260603/未标注/多余物/多余物 (9).jpg,多余物,0,1024,1024,2121,无,0
X光图片20260603_000053,X光图片20260603/未标注/多余物/多余物 (9).jpg,多余物,1024,1024,2048,2121,缺陷,1
X光图片20260603_000054,X光图片20260603/未标注/多余物/多余物 (9).jpg,多余物,2048,1024,3200,2121,无,0
X光图片20260603_000055,X光图片20260603/未标注/多余物/多余物 (10).jpg,多余物,0,0,1024,1024,缺陷,1
X光图片20260603_000056,X光图片20260603/未标注/多余物/多余物 (10).jpg,多余物,1024,0,2048,1024,无,0
X光图片20260603_000057,X光图片20260603/未标注/多余物/多余物 (10).jpg,多余物,2048,0,3200,1024,无,0
X光图片20260603_000058,X光图片20260603/未标注/多余物/多余物 (10).jpg,多余物,0,1024,1024,2121,无,0
X光图片20260603_000059,X光图片20260603/未标注/多余物/多余物 (10).jpg,多余物,1024,1024,2048,2121,无,0
X光图片20260603_000060,X光图片20260603/未标注/多余物/多余物 (10).jpg,多余物,2048,1024,3200,2121,无,0
X光图片20260603_000061,X光图片20260603/未标注/多余物/多余物 (11).jpg,多余物,0,0,1024,1024,缺陷,1
X光图片20260603_000062,X光图片20260603/未标注/多余物/多余物 (11).jpg,多余物,1024,0,2048,1024,无,0
X光图片20260603_000063,X光图片20260603/未标注/多余物/多余物 (11).jpg,多余物,2048,0,3200,1024,无,0
X光图片20260603_000064,X光图片20260603/未标注/多余物/多余物 (11).jpg,多余物,0,1024,1024,2121,无,0
X光图片20260603_000065,X光图片20260603/未标注/多余物/多余物 (11).jpg,多余物,1024,1024,2048,2121,无,0
X光图片20260603_000066,X光图片20260603/未标注/多余物/多余物 (11).jpg,多余物,2048,1024,3200,2121,无,0
X光图片20260603_000067,X光图片20260603/未标注/多余物/多余物 (12).jpg,多余物,0,0,1024,1024,缺陷,1
X光图片20260603_000068,X光图片20260603/未标注/多余物/多余物 (12).jpg,多余物,1024,0,2048,1024,无,0
X光图片20260603_000069,X光图片20260603/未标注/多余物/多余物 (12).jpg,多余物,2048,0,3200,1024,无,0
X光图片20260603_000070,X光图片20260603/未标注/多余物/多余物 (12).jpg,多余物,0,1024,1024,2121,无,0
X光图片20260603_000071,X光图片20260603/未标注/多余物/多余物 (12).jpg,多余物,1024,1024,2048,2121,无,0
X光图片20260603_000072,X光图片20260603/未标注/多余物/多余物 (12).jpg,多余物,2048,1024,3200,2121,无,0
X光图片20260603_000073,X光图片20260603/未标注/多余物/多余物 (13).jpg,多余物,0,0,1024,1024,缺陷,1
X光图片20260603_000074,X光图片20260603/未标注/多余物/多余物 (13).jpg,多余物,1024,0,1747,1024,无,0
X光图片20260603_000075,X光图片20260603/未标注/多余物/多余物 (13).jpg,多余物,0,1024,1024,1560,无,0
X光图片20260603_000076,X光图片20260603/未标注/多余物/多余物 (13).jpg,多余物,1024,1024,1747,1560,无,0
X光图片20260603_000077,X光图片20260603/未标注/多余物/多余物 (14).jpg,多余物,0,0,973,1053,无,0
X光图片20260603_000078,X光图片20260603/未标注/多余物/多余物 (14).jpg,多余物,973,0,1997,1053,缺陷,1
X光图片20260603_000079,X光图片20260603/未标注/多余物/多余物 (14).jpg,多余物,1997,0,3200,1053,无,0
X光图片20260603_000080,X光图片20260603/未标注/多余物/多余物 (14).jpg,多余物,0,1053,973,2121,无,0
X光图片20260603_000081,X光图片20260603/未标注/多余物/多余物 (14).jpg,多余物,973,1053,1997,2121,缺陷,1
X光图片20260603_000082,X光图片20260603/未标注/多余物/多余物 (14).jpg,多余物,1997,1053,3200,2121,无,0
X光图片20260603_000083,X光图片20260603/未标注/多余物/多余物 (15).jpg,多余物,0,0,1024,1024,无,0
X光图片20260603_000084,X光图片20260603/未标注/多余物/多余物 (15).jpg,多余物,1024,0,2048,1024,缺陷,2
X光图片20260603_000085,X光图片20260603/未标注/多余物/多余物 (15).jpg,多余物,2048,0,3200,1024,无,0
X光图片20260603_000086,X光图片20260603/未标注/多余物/多余物 (15).jpg,多余物,0,1024,1024,2121,无,0
X光图片20260603_000087,X光图片20260603/未标注/多余物/多余物 (15).jpg,多余物,1024,1024,2048,2121,无,0
X光图片20260603_000088,X光图片20260603/未标注/多余物/多余物 (15).jpg,多余物,2048,1024,3200,2121,无,0
X光图片20260603_000089,X光图片20260603/未标注/多余物/多余物 (16).jpg,多余物,0,0,1024,1024,无,0
X光图片20260603_000090,X光图片20260603/未标注/多余物/多余物 (16).jpg,多余物,1024,0,2048,1024,缺陷,1
X光图片20260603_000091,X光图片20260603/未标注/多余物/多余物 (16).jpg,多余物,2048,0,3200,1024,无,0
X光图片20260603_000092,X光图片20260603/未标注/多余物/多余物 (16).jpg,多余物,0,1024,1024,2121,无,0
X光图片20260603_000093,X光图片20260603/未标注/多余物/多余物 (16).jpg,多余物,1024,1024,2048,2121,无,0
X光图片20260603_000094,X光图片20260603/未标注/多余物/多余物 (16).jpg,多余物,2048,1024,3200,2121,无,0
X光图片20260603_000095,X光图片20260603/未标注/多余物/多余物 (17).jpg,多余物,0,0,1024,1024,缺陷,1
X光图片20260603_000096,X光图片20260603/未标注/多余物/多余物 (17).jpg,多余物,1024,0,2048,1024,无,0
X光图片20260603_000097,X光图片20260603/未标注/多余物/多余物 (17).jpg,多余物,2048,0,2405,1024,无,0
X光图片20260603_000098,X光图片20260603/未标注/多余物/多余物 (17).jpg,多余物,0,1024,1024,1799,无,0
X光图片20260603_000099,X光图片20260603/未标注/多余物/多余物 (17).jpg,多余物,1024,1024,2048,1799,无,0
X光图片20260603_000100,X光图片20260603/未标注/多余物/多余物 (17).jpg,多余物,2048,1024,2405,1799,无,0
X光图片20260603_000101,X光图片20260603/未标注/多余物/多余物 (18).jpg,多余物,0,0,1024,1024,无,0
X光图片20260603_000102,X光图片20260603/未标注/多余物/多余物 (18).jpg,多余物,1024,0,2048,1024,无,0
X光图片20260603_000103,X光图片20260603/未标注/多余物/多余物 (18).jpg,多余物,2048,0,2408,1024,无,0
X光图片20260603_000104,X光图片20260603/未标注/多余物/多余物 (18).jpg,多余物,0,1024,1024,1799,缺陷,1
X光图片20260603_000105,X光图片20260603/未标注/多余物/多余物 (18).jpg,多余物,1024,1024,2048,1799,缺陷,2
X光图片20260603_000106,X光图片20260603/未标注/多余物/多余物 (18).jpg,多余物,2048,1024,2408,1799,无,0
X光图片20260603_000107,X光图片20260603/未标注/多余物/多余物 (19).jpg,多余物,0,0,1024,1024,无,0
X光图片20260603_000108,X光图片20260603/未标注/多余物/多余物 (19).jpg,多余物,1024,0,2048,1024,无,0
X光图片20260603_000109,X光图片20260603/未标注/多余物/多余物 (19).jpg,多余物,2048,0,2405,1024,无,0
X光图片20260603_000110,X光图片20260603/未标注/多余物/多余物 (19).jpg,多余物,0,1024,1024,1799,缺陷,1
X光图片20260603_000111,X光图片20260603/未标注/多余物/多余物 (19).jpg,多余物,1024,1024,2048,1799,缺陷,2
X光图片20260603_000112,X光图片20260603/未标注/多余物/多余物 (19).jpg,多余物,2048,1024,2405,1799,无,0
X光图片20260603_000113,X光图片20260603/未标注/多余物/多余物 (20).jpg,多余物,0,0,987,1024,无,0
X光图片20260603_000114,X光图片20260603/未标注/多余物/多余物 (20).jpg,多余物,987,0,2011,1024,无,0
X光图片20260603_000115,X光图片20260603/未标注/多余物/多余物 (20).jpg,多余物,2011,0,2397,1024,无,0
X光图片20260603_000116,X光图片20260603/未标注/多余物/多余物 (20).jpg,多余物,0,1024,987,1805,无,0
X光图片20260603_000117,X光图片20260603/未标注/多余物/多余物 (20).jpg,多余物,987,1024,2011,1805,缺陷,1
X光图片20260603_000118,X光图片20260603/未标注/多余物/多余物 (20).jpg,多余物,2011,1024,2397,1805,无,0
X光图片20260603_000119,X光图片20260603/未标注/多余物/多余物 (21).jpg,多余物,0,0,985,1024,无,0
X光图片20260603_000120,X光图片20260603/未标注/多余物/多余物 (21).jpg,多余物,985,0,2009,1024,无,0
X光图片20260603_000121,X光图片20260603/未标注/多余物/多余物 (21).jpg,多余物,2009,0,2402,1024,无,0
X光图片20260603_000122,X光图片20260603/未标注/多余物/多余物 (21).jpg,多余物,0,1024,985,1794,无,0
X光图片20260603_000123,X光图片20260603/未标注/多余物/多余物 (21).jpg,多余物,985,1024,2009,1794,缺陷,1
X光图片20260603_000124,X光图片20260603/未标注/多余物/多余物 (21).jpg,多余物,2009,1024,2402,1794,无,0
X光图片20260603_000125,X光图片20260603/未标注/多余物/多余物 (22).jpg,多余物,0,0,1024,1024,无,0
X光图片20260603_000126,X光图片20260603/未标注/多余物/多余物 (22).jpg,多余物,1024,0,2048,1024,无,0
X光图片20260603_000127,X光图片20260603/未标注/多余物/多余物 (22).jpg,多余物,2048,0,3200,1024,无,0
X光图片20260603_000128,X光图片20260603/未标注/多余物/多余物 (22).jpg,多余物,0,1024,1024,2121,无,0
X光图片20260603_000129,X光图片20260603/未标注/多余物/多余物 (22).jpg,多余物,1024,1024,2048,2121,缺陷,1
X光图片20260603_000130,X光图片20260603/未标注/多余物/多余物 (22).jpg,多余物,2048,1024,3200,2121,无,0
X光图片20260603_000131,X光图片20260603/未标注/多余物/多余物 (23).jpg,多余物,0,0,1015,1024,无,0
X光图片20260603_000132,X光图片20260603/未标注/多余物/多余物 (23).jpg,多余物,1015,0,2039,1024,无,0
X光图片20260603_000133,X光图片20260603/未标注/多余物/多余物 (23).jpg,多余物,2039,0,3200,1024,无,0
X光图片20260603_000134,X光图片20260603/未标注/多余物/多余物 (23).jpg,多余物,0,1024,1015,2121,无,0
X光图片20260603_000135,X光图片20260603/未标注/多余物/多余物 (23).jpg,多余物,1015,1024,2039,2121,缺陷,1
X光图片20260603_000136,X光图片20260603/未标注/多余物/多余物 (23).jpg,多余物,2039,1024,3200,2121,无,0
X光图片20260603_000137,X光图片20260603/未标注/多余物/多余物 (24).jpg,多余物,0,0,1024,1024,无,0
X光图片20260603_000138,X光图片20260603/未标注/多余物/多余物 (24).jpg,多余物,1024,0,2048,1024,无,0
X光图片20260603_000139,X光图片20260603/未标注/多余物/多余物 (24).jpg,多余物,2048,0,3200,1024,无,0
X光图片20260603_000140,X光图片20260603/未标注/多余物/多余物 (24).jpg,多余物,0,1024,1024,2121,无,0
X光图片20260603_000141,X光图片20260603/未标注/多余物/多余物 (24).jpg,多余物,1024,1024,2048,2121,缺陷,1
X光图片20260603_000142,X光图片20260603/未标注/多余物/多余物 (24).jpg,多余物,2048,1024,3200,2121,无,0
X光图片20260603_000143,X光图片20260603/未标注/多余物/多余物 (25).jpg,多余物,0,0,1024,1024,缺陷,1
X光图片20260603_000144,X光图片20260603/未标注/多余物/多余物 (25).jpg,多余物,1024,0,2048,1024,无,0
X光图片20260603_000145,X光图片20260603/未标注/多余物/多余物 (25).jpg,多余物,2048,0,3200,1024,无,0
X光图片20260603_000146,X光图片20260603/未标注/多余物/多余物 (25).jpg,多余物,0,1024,1024,2121,无,0
X光图片20260603_000147,X光图片20260603/未标注/多余物/多余物 (25).jpg,多余物,1024,1024,2048,2121,无,0
X光图片20260603_000148,X光图片20260603/未标注/多余物/多余物 (25).jpg,多余物,2048,1024,3200,2121,无,0
X光图片20260603_000149,X光图片20260603/未标注/多余物/多余物 (26).jpg,多余物,0,0,1024,1024,缺陷,1
X光图片20260603_000150,X光图片20260603/未标注/多余物/多余物 (26).jpg,多余物,1024,0,2048,1024,无,0
X光图片20260603_000151,X光图片20260603/未标注/多余物/多余物 (26).jpg,多余物,2048,0,3200,1024,无,0
X光图片20260603_000152,X光图片20260603/未标注/多余物/多余物 (26).jpg,多余物,0,1024,1024,2121,无,0
X光图片20260603_000153,X光图片20260603/未标注/多余物/多余物 (26).jpg,多余物,1024,1024,2048,2121,无,0
X光图片20260603_000154,X光图片20260603/未标注/多余物/多余物 (26).jpg,多余物,2048,1024,3200,2121,无,0
X光图片20260603_000155,X光图片20260603/未标注/多余物/多余物 (27).jpg,多余物,0,0,1024,1024,无,0
X光图片20260603_000156,X光图片20260603/未标注/多余物/多余物 (27).jpg,多余物,1024,0,2048,1024,缺陷,1
X光图片20260603_000157,X光图片20260603/未标注/多余物/多余物 (27).jpg,多余物,2048,0,3200,1024,无,0
X光图片20260603_000158,X光图片20260603/未标注/多余物/多余物 (27).jpg,多余物,0,1024,1024,2121,无,0
X光图片20260603_000159,X光图片20260603/未标注/多余物/多余物 (27).jpg,多余物,1024,1024,2048,2121,无,0
X光图片20260603_000160,X光图片20260603/未标注/多余物/多余物 (27).jpg,多余物,2048,1024,3200,2121,无,0
X光图片20260603_000161,X光图片20260603/未标注/多余物/多余物 (28).jpg,多余物,0,0,1024,1024,无,0
X光图片20260603_000162,X光图片20260603/未标注/多余物/多余物 (28).jpg,多余物,1024,0,2048,1024,缺陷,1
X光图片20260603_000163,X光图片20260603/未标注/多余物/多余物 (28).jpg,多余物,2048,0,3200,1024,无,0
X光图片20260603_000164,X光图片20260603/未标注/多余物/多余物 (28).jpg,多余物,0,1024,1024,2121,无,0
X光图片20260603_000165,X光图片20260603/未标注/多余物/多余物 (28).jpg,多余物,1024,1024,2048,2121,无,0
X光图片20260603_000166,X光图片20260603/未标注/多余物/多余物 (28).jpg,多余物,2048,1024,3200,2121,无,0
X光图片20260603_000167,X光图片20260603/未标注/多余物/多余物 (29).jpg,多余物,0,0,1024,1032,无,0
X光图片20260603_000168,X光图片20260603/未标注/多余物/多余物 (29).jpg,多余物,1024,0,2048,1032,缺陷,1
X光图片20260603_000169,X光图片20260603/未标注/多余物/多余物 (29).jpg,多余物,2048,0,3200,1032,无,0
X光图片20260603_000170,X光图片20260603/未标注/多余物/多余物 (29).jpg,多余物,0,1032,1024,2121,无,0
X光图片20260603_000171,X光图片20260603/未标注/多余物/多余物 (29).jpg,多余物,1024,1032,2048,2121,无,0
X光图片20260603_000172,X光图片20260603/未标注/多余物/多余物 (29).jpg,多余物,2048,1032,3200,2121,无,0
X光图片20260603_000173,X光图片20260603/未标注/多余物/多余物 (30).jpg,多余物,0,0,1024,1024,无,0
X光图片20260603_000174,X光图片20260603/未标注/多余物/多余物 (30).jpg,多余物,1024,0,2048,1024,缺陷,1
X光图片20260603_000175,X光图片20260603/未标注/多余物/多余物 (30).jpg,多余物,2048,0,3200,1024,无,0
X光图片20260603_000176,X光图片20260603/未标注/多余物/多余物 (30).jpg,多余物,0,1024,1024,2121,缺陷,1
X光图片20260603_000177,X光图片20260603/未标注/多余物/多余物 (30).jpg,多余物,1024,1024,2048,2121,无,0
X光图片20260603_000178,X光图片20260603/未标注/多余物/多余物 (30).jpg,多余物,2048,1024,3200,2121,无,0
X光图片20260603_000179,X光图片20260603/未标注/多余物/多余物 (31).jpg,多余物,0,0,1024,1024,无,0
X光图片20260603_000180,X光图片20260603/未标注/多余物/多余物 (31).jpg,多余物,1024,0,2048,1024,缺陷,1
X光图片20260603_000181,X光图片20260603/未标注/多余物/多余物 (31).jpg,多余物,2048,0,3200,1024,无,0
X光图片20260603_000182,X光图片20260603/未标注/多余物/多余物 (31).jpg,多余物,0,1024,1024,2121,缺陷,1
X光图片20260603_000183,X光图片20260603/未标注/多余物/多余物 (31).jpg,多余物,1024,1024,2048,2121,无,0
X光图片20260603_000184,X光图片20260603/未标注/多余物/多余物 (31).jpg,多余物,2048,1024,3200,2121,无,0
X光图片20260603_000185,X光图片20260603/未标注/多余物/多余物 (32).jpg,多余物,0,0,1024,1024,无,0
X光图片20260603_000186,X光图片20260603/未标注/多余物/多余物 (32).jpg,多余物,1024,0,2048,1024,缺陷,1
X光图片20260603_000187,X光图片20260603/未标注/多余物/多余物 (32).jpg,多余物,2048,0,3200,1024,无,0
X光图片20260603_000188,X光图片20260603/未标注/多余物/多余物 (32).jpg,多余物,0,1024,1024,2121,无,0
X光图片20260603_000189,X光图片20260603/未标注/多余物/多余物 (32).jpg,多余物,1024,1024,2048,2121,无,0
X光图片20260603_000190,X光图片20260603/未标注/多余物/多余物 (32).jpg,多余物,2048,1024,3200,2121,无,0
X光图片20260603_000191,X光图片20260603/未标注/多余物/多余物 (33).jpg,多余物,0,0,1024,1024,无,0
X光图片20260603_000192,X光图片20260603/未标注/多余物/多余物 (33).jpg,多余物,1024,0,2048,1024,缺陷,1
X光图片20260603_000193,X光图片20260603/未标注/多余物/多余物 (33).jpg,多余物,2048,0,3200,1024,无,0
X光图片20260603_000194,X光图片20260603/未标注/多余物/多余物 (33).jpg,多余物,0,1024,1024,2121,无,0
X光图片20260603_000195,X光图片20260603/未标注/多余物/多余物 (33).jpg,多余物,1024,1024,2048,2121,无,0
X光图片20260603_000196,X光图片20260603/未标注/多余物/多余物 (33).jpg,多余物,2048,1024,3200,2121,无,0
X光图片20260603_000197,X光图片20260603/未标注/多余物/多余物 (34).jpg,多余物,0,0,1024,1067,缺陷,1
X光图片20260603_000198,X光图片20260603/未标注/多余物/多余物 (34).jpg,多余物,1024,0,2048,1067,无,0
X光图片20260603_000199,X光图片20260603/未标注/多余物/多余物 (34).jpg,多余物,2048,0,3200,1067,无,0
X光图片20260603_000200,X光图片20260603/未标注/多余物/多余物 (34).jpg,多余物,0,1067,1024,2121,无,0
X光图片20260603_000201,X光图片20260603/未标注/多余物/多余物 (34).jpg,多余物,1024,1067,2048,2121,缺陷,1
X光图片20260603_000202,X光图片20260603/未标注/多余物/多余物 (34).jpg,多余物,2048,1067,3200,2121,无,0
X光图片20260603_000203,X光图片20260603/未标注/多余物/多余物 (35).jpg,多余物,0,0,1024,983,无,0
X光图片20260603_000204,X光图片20260603/未标注/多余物/多余物 (35).jpg,多余物,1024,0,2048,983,无,0
X光图片20260603_000205,X光图片20260603/未标注/多余物/多余物 (35).jpg,多余物,2048,0,3200,983,无,0
X光图片20260603_000206,X光图片20260603/未标注/多余物/多余物 (35).jpg,多余物,0,983,1024,2121,缺陷,1
X光图片20260603_000207,X光图片20260603/未标注/多余物/多余物 (35).jpg,多余物,1024,983,2048,2121,缺陷,1
X光图片20260603_000208,X光图片20260603/未标注/多余物/多余物 (35).jpg,多余物,2048,983,3200,2121,无,0
X光图片20260603_000209,X光图片20260603/未标注/多余物/多余物 (36).jpg,多余物,0,0,1024,1024,缺陷,1
X光图片20260603_000210,X光图片20260603/未标注/多余物/多余物 (36).jpg,多余物,1024,0,2048,1024,无,0
X光图片20260603_000211,X光图片20260603/未标注/多余物/多余物 (36).jpg,多余物,2048,0,3200,1024,无,0
X光图片20260603_000212,X光图片20260603/未标注/多余物/多余物 (36).jpg,多余物,0,1024,1024,2121,缺陷,1
X光图片20260603_000213,X光图片20260603/未标注/多余物/多余物 (36).jpg,多余物,1024,1024,2048,2121,无,0
X光图片20260603_000214,X光图片20260603/未标注/多余物/多余物 (36).jpg,多余物,2048,1024,3200,2121,无,0
X光图片20260603_000215,X光图片20260603/未标注/多余物/多余物 (37).jpg,多余物,0,0,1024,1024,缺陷,1
X光图片20260603_000216,X光图片20260603/未标注/多余物/多余物 (37).jpg,多余物,1024,0,2048,1024,无,0
X光图片20260603_000217,X光图片20260603/未标注/多余物/多余物 (37).jpg,多余物,2048,0,3200,1024,无,0
X光图片20260603_000218,X光图片20260603/未标注/多余物/多余物 (37).jpg,多余物,0,1024,1024,2121,缺陷,1
X光图片20260603_000219,X光图片20260603/未标注/多余物/多余物 (37).jpg,多余物,1024,1024,2048,2121,无,0
X光图片20260603_000220,X光图片20260603/未标注/多余物/多余物 (37).jpg,多余物,2048,1024,3200,2121,无,0
X光图片20260603_000221,X光图片20260603/未标注/多余物/多余物 (38).jpg,多余物,0,0,1066,1024,无,0
X光图片20260603_000222,X光图片20260603/未标注/多余物/多余物 (38).jpg,多余物,1066,0,2090,1024,无,0
X光图片20260603_000223,X光图片20260603/未标注/多余物/多余物 (38).jpg,多余物,2090,0,3200,1024,无,0
X光图片20260603_000224,X光图片20260603/未标注/多余物/多余物 (38).jpg,多余物,0,1024,1066,2121,缺陷,1
X光图片20260603_000225,X光图片20260603/未标注/多余物/多余物 (38).jpg,多余物,1066,1024,2090,2121,无,0
X光图片20260603_000226,X光图片20260603/未标注/多余物/多余物 (38).jpg,多余物,2090,1024,3200,2121,无,0
X光图片20260603_000227,X光图片20260603/未标注/多余物/多余物 (39).jpg,多余物,0,0,1024,1024,无,0
X光图片20260603_000228,X光图片20260603/未标注/多余物/多余物 (39).jpg,多余物,1024,0,2048,1024,缺陷,2
X光图片20260603_000229,X光图片20260603/未标注/多余物/多余物 (39).jpg,多余物,2048,0,3200,1024,无,0
X光图片20260603_000230,X光图片20260603/未标注/多余物/多余物 (39).jpg,多余物,0,1024,1024,2121,无,0
X光图片20260603_000231,X光图片20260603/未标注/多余物/多余物 (39).jpg,多余物,1024,1024,2048,2121,无,0
X光图片20260603_000232,X光图片20260603/未标注/多余物/多余物 (39).jpg,多余物,2048,1024,3200,2121,无,0
X光图片20260603_000233,X光图片20260603/未标注/多余物/多余物 (40).jpg,多余物,0,0,1024,1024,无,0
X光图片20260603_000234,X光图片20260603/未标注/多余物/多余物 (40).jpg,多余物,1024,0,2048,1024,无,0
X光图片20260603_000235,X光图片20260603/未标注/多余物/多余物 (40).jpg,多余物,2048,0,3200,1024,无,0
X光图片20260603_000236,X光图片20260603/未标注/多余物/多余物 (40).jpg,多余物,0,1024,1024,2121,无,0
X光图片20260603_000237,X光图片20260603/未标注/多余物/多余物 (40).jpg,多余物,1024,1024,2048,2121,缺陷,1
X光图片20260603_000238,X光图片20260603/未标注/多余物/多余物 (40).jpg,多余物,2048,1024,3200,2121,无,0
X光图片20260603_000239,X光图片20260603/未标注/多余物/多余物 (41).jpg,多余物,0,0,1024,1024,无,0
X光图片20260603_000240,X光图片20260603/未标注/多余物/多余物 (41).jpg,多余物,1024,0,2048,1024,无,0
X光图片20260603_000241,X光图片20260603/未标注/多余物/多余物 (41).jpg,多余物,2048,0,3200,1024,无,0
