split,label,patch_path,source_path,crop
train,bridge,E:\Xray\Xray\pcb_xray_annotation_workspace\bridge_roi_dataset\train\bridge\bridge_0006_b00_s2_j0.jpg,E:\Xray\Xray\pcb_xray_annotation_workspace\images\bridge\bridge_0006.jpg,"(0, 293, 569, 862)"
train,bridge,E:\Xray\Xray\pcb_xray_annotation_workspace\bridge_roi_dataset\train\bridge\bridge_0006_b00_s2_j1.jpg,E:\Xray\Xray\pcb_xray_annotation_workspace\images\bridge\bridge_0006.jpg,"(0, 293, 569, 862)"
train,bridge,E:\Xray\Xray\pcb_xray_annotation_workspace\bridge_roi_dataset\train\bridge\bridge_0006_b00_s2_j2.jpg,E:\Xray\Xray\pcb_xray_annotation_workspace\images\bridge\bridge_0006.jpg,"(12, 293, 581, 862)"
train,bridge,E:\Xray\Xray\pcb_xray_annotation_workspace\bridge_roi_dataset\train\bridge\bridge_0006_b00_s2_j3.jpg,E:\Xray\Xray\pcb_xray_annotation_workspace\images\bridge\bridge_0006.jpg,"(0, 225, 569, 794)"
train,bridge,E:\Xray\Xray\pcb_xray_annotation_workspace\bridge_roi_dataset\train\bridge\bridge_0006_b00_s2_j4.jpg,E:\Xray\Xray\pcb_xray_annotation_workspace\images\bridge\bridge_0006.jpg,"(0, 362, 569, 931)"
train,bridge,E:\Xray\Xray\pcb_xray_annotation_workspace\bridge_roi_dataset\train\bridge\bridge_0020_b00_s0_j0.jpg,E:\Xray\Xray\pcb_xray_annotation_workspace\images\bridge\bridge_0020.jpg,"(880, 133, 1104, 357)"
train,bridge,E:\Xray\Xray\pcb_xray_annotation_workspace\bridge_roi_dataset\train\bridge\bridge_0020_b00_s0_j1.jpg,E:\Xray\Xray\pcb_xray_annotation_workspace\images\bridge\bridge_0020.jpg,"(853, 133, 1077, 357)"
train,bridge,E:\Xray\Xray\pcb_xray_annotation_workspace\bridge_roi_dataset\train\bridge\bridge_0020_b00_s0_j2.jpg,E:\Xray\Xray\pcb_xray_annotation_workspace\images\bridge\bridge_0020.jpg,"(907, 133, 1131, 357)"
train,bridge,E:\Xray\Xray\pcb_xray_annotation_workspace\bridge_roi_dataset\train\bridge\bridge_0020_b00_s0_j3.jpg,E:\Xray\Xray\pcb_xray_annotation_workspace\images\bridge\bridge_0020.jpg,"(880, 106, 1104, 330)"
train,bridge,E:\Xray\Xray\pcb_xray_annotation_workspace\bridge_roi_dataset\train\bridge\bridge_0020_b00_s0_j4.jpg,E:\Xray\Xray\pcb_xray_annotation_workspace\images\bridge\bridge_0020.jpg,"(880, 160, 1104, 384)"
train,bridge,E:\Xray\Xray\pcb_xray_annotation_workspace\bridge_roi_dataset\train\bridge\bridge_0020_b00_s1_j0.jpg,E:\Xray\Xray\pcb_xray_annotation_workspace\images\bridge\bridge_0020.jpg,"(880, 133, 1104, 357)"
train,bridge,E:\Xray\Xray\pcb_xray_annotation_workspace\bridge_roi_dataset\train\bridge\bridge_0020_b00_s1_j1.jpg,E:\Xray\Xray\pcb_xray_annotation_workspace\images\bridge\bridge_0020.jpg,"(853, 133, 1077, 357)"
train,bridge,E:\Xray\Xray\pcb_xray_annotation_workspace\bridge_roi_dataset\train\bridge\bridge_0020_b00_s1_j2.jpg,E:\Xray\Xray\pcb_xray_annotation_workspace\images\bridge\bridge_0020.jpg,"(907, 133, 1131, 357)"
train,bridge,E:\Xray\Xray\pcb_xray_annotation_workspace\bridge_roi_dataset\train\bridge\bridge_0020_b00_s1_j3.jpg,E:\Xray\Xray\pcb_xray_annotation_workspace\images\bridge\bridge_0020.jpg,"(880, 106, 1104, 330)"
train,bridge,E:\Xray\Xray\pcb_xray_annotation_workspace\bridge_roi_dataset\train\bridge\bridge_0020_b00_s1_j4.jpg,E:\Xray\Xray\pcb_xray_annotation_workspace\images\bridge\bridge_0020.jpg,"(880, 160, 1104, 384)"
train,bridge,E:\Xray\Xray\pcb_xray_annotation_workspace\bridge_roi_dataset\train\bridge\bridge_0020_b00_s2_j0.jpg,E:\Xray\Xray\pcb_xray_annotation_workspace\images\bridge\bridge_0020.jpg,"(867, 120, 1117, 370)"
train,bridge,E:\Xray\Xray\pcb_xray_annotation_workspace\bridge_roi_dataset\train\bridge\bridge_0020_b00_s2_j1.jpg,E:\Xray\Xray\pcb_xray_annotation_workspace\images\bridge\bridge_0020.jpg,"(837, 120, 1087, 370)"
train,bridge,E:\Xray\Xray\pcb_xray_annotation_workspace\bridge_roi_dataset\train\bridge\bridge_0020_b00_s2_j2.jpg,E:\Xray\Xray\pcb_xray_annotation_workspace\images\bridge\bridge_0020.jpg,"(897, 120, 1147, 370)"
train,bridge,E:\Xray\Xray\pcb_xray_annotation_workspace\bridge_roi_dataset\train\bridge\bridge_0020_b00_s2_j3.jpg,E:\Xray\Xray\pcb_xray_annotation_workspace\images\bridge\bridge_0020.jpg,"(867, 90, 1117, 340)"
train,bridge,E:\Xray\Xray\pcb_xray_annotation_workspace\bridge_roi_dataset\train\bridge\bridge_0020_b00_s2_j4.jpg,E:\Xray\Xray\pcb_xray_annotation_workspace\images\bridge\bridge_0020.jpg,"(867, 150, 1117, 400)"
train,bridge,E:\Xray\Xray\pcb_xray_annotation_workspace\bridge_roi_dataset\train\bridge\bridge_0021_b00_s0_j0.jpg,E:\Xray\Xray\pcb_xray_annotation_workspace\images\bridge\bridge_0021.jpg,"(0, 568, 768, 1336)"
train,bridge,E:\Xray\Xray\pcb_xray_annotation_workspace\bridge_roi_dataset\train\bridge\bridge_0021_b00_s0_j1.jpg,E:\Xray\Xray\pcb_xray_annotation_workspace\images\bridge\bridge_0021.jpg,"(0, 568, 768, 1336)"
train,bridge,E:\Xray\Xray\pcb_xray_annotation_workspace\bridge_roi_dataset\train\bridge\bridge_0021_b00_s0_j2.jpg,E:\Xray\Xray\pcb_xray_annotation_workspace\images\bridge\bridge_0021.jpg,"(74, 568, 842, 1336)"
train,bridge,E:\Xray\Xray\pcb_xray_annotation_workspace\bridge_roi_dataset\train\bridge\bridge_0021_b00_s0_j3.jpg,E:\Xray\Xray\pcb_xray_annotation_workspace\images\bridge\bridge_0021.jpg,"(0, 476, 768, 1244)"
train,bridge,E:\Xray\Xray\pcb_xray_annotation_workspace\bridge_roi_dataset\train\bridge\bridge_0021_b00_s0_j4.jpg,E:\Xray\Xray\pcb_xray_annotation_workspace\images\bridge\bridge_0021.jpg,"(0, 661, 768, 1429)"
train,bridge,E:\Xray\Xray\pcb_xray_annotation_workspace\bridge_roi_dataset\train\bridge\bridge_0021_b00_s1_j0.jpg,E:\Xray\Xray\pcb_xray_annotation_workspace\images\bridge\bridge_0021.jpg,"(0, 568, 768, 1336)"
train,bridge,E:\Xray\Xray\pcb_xray_annotation_workspace\bridge_roi_dataset\train\bridge\bridge_0021_b00_s1_j1.jpg,E:\Xray\Xray\pcb_xray_annotation_workspace\images\bridge\bridge_0021.jpg,"(0, 568, 768, 1336)"
train,bridge,E:\Xray\Xray\pcb_xray_annotation_workspace\bridge_roi_dataset\train\bridge\bridge_0021_b00_s1_j2.jpg,E:\Xray\Xray\pcb_xray_annotation_workspace\images\bridge\bridge_0021.jpg,"(74, 568, 842, 1336)"
train,bridge,E:\Xray\Xray\pcb_xray_annotation_workspace\bridge_roi_dataset\train\bridge\bridge_0021_b00_s1_j3.jpg,E:\Xray\Xray\pcb_xray_annotation_workspace\images\bridge\bridge_0021.jpg,"(0, 476, 768, 1244)"
train,bridge,E:\Xray\Xray\pcb_xray_annotation_workspace\bridge_roi_dataset\train\bridge\bridge_0021_b00_s1_j4.jpg,E:\Xray\Xray\pcb_xray_annotation_workspace\images\bridge\bridge_0021.jpg,"(0, 661, 768, 1429)"
train,bridge,E:\Xray\Xray\pcb_xray_annotation_workspace\bridge_roi_dataset\train\bridge\bridge_0021_b00_s2_j0.jpg,E:\Xray\Xray\pcb_xray_annotation_workspace\images\bridge\bridge_0021.jpg,"(0, 568, 768, 1336)"
train,bridge,E:\Xray\Xray\pcb_xray_annotation_workspace\bridge_roi_dataset\train\bridge\bridge_0021_b00_s2_j1.jpg,E:\Xray\Xray\pcb_xray_annotation_workspace\images\bridge\bridge_0021.jpg,"(0, 568, 768, 1336)"
train,bridge,E:\Xray\Xray\pcb_xray_annotation_workspace\bridge_roi_dataset\train\bridge\bridge_0021_b00_s2_j2.jpg,E:\Xray\Xray\pcb_xray_annotation_workspace\images\bridge\bridge_0021.jpg,"(74, 568, 842, 1336)"
train,bridge,E:\Xray\Xray\pcb_xray_annotation_workspace\bridge_roi_dataset\train\bridge\bridge_0021_b00_s2_j3.jpg,E:\Xray\Xray\pcb_xray_annotation_workspace\images\bridge\bridge_0021.jpg,"(0, 476, 768, 1244)"
train,bridge,E:\Xray\Xray\pcb_xray_annotation_workspace\bridge_roi_dataset\train\bridge\bridge_0021_b00_s2_j4.jpg,E:\Xray\Xray\pcb_xray_annotation_workspace\images\bridge\bridge_0021.jpg,"(0, 661, 768, 1429)"
train,bridge,E:\Xray\Xray\pcb_xray_annotation_workspace\bridge_roi_dataset\train\bridge\bridge_0013_b00_s0_j0.jpg,E:\Xray\Xray\pcb_xray_annotation_workspace\images\bridge\bridge_0013.jpg,"(832, 449, 1056, 673)"
train,bridge,E:\Xray\Xray\pcb_xray_annotation_workspace\bridge_roi_dataset\train\bridge\bridge_0013_b00_s0_j1.jpg,E:\Xray\Xray\pcb_xray_annotation_workspace\images\bridge\bridge_0013.jpg,"(805, 449, 1029, 673)"
train,bridge,E:\Xray\Xray\pcb_xray_annotation_workspace\bridge_roi_dataset\train\bridge\bridge_0013_b00_s0_j2.jpg,E:\Xray\Xray\pcb_xray_annotation_workspace\images\bridge\bridge_0013.jpg,"(859, 449, 1083, 673)"
train,bridge,E:\Xray\Xray\pcb_xray_annotation_workspace\bridge_roi_dataset\train\bridge\bridge_0013_b00_s0_j3.jpg,E:\Xray\Xray\pcb_xray_annotation_workspace\images\bridge\bridge_0013.jpg,"(832, 422, 1056, 646)"
train,bridge,E:\Xray\Xray\pcb_xray_annotation_workspace\bridge_roi_dataset\train\bridge\bridge_0013_b00_s0_j4.jpg,E:\Xray\Xray\pcb_xray_annotation_workspace\images\bridge\bridge_0013.jpg,"(832, 476, 1056, 700)"
train,bridge,E:\Xray\Xray\pcb_xray_annotation_workspace\bridge_roi_dataset\train\bridge\bridge_0013_b00_s1_j0.jpg,E:\Xray\Xray\pcb_xray_annotation_workspace\images\bridge\bridge_0013.jpg,"(824, 441, 1064, 681)"
train,bridge,E:\Xray\Xray\pcb_xray_annotation_workspace\bridge_roi_dataset\train\bridge\bridge_0013_b00_s1_j1.jpg,E:\Xray\Xray\pcb_xray_annotation_workspace\images\bridge\bridge_0013.jpg,"(795, 441, 1035, 681)"
train,bridge,E:\Xray\Xray\pcb_xray_annotation_workspace\bridge_roi_dataset\train\bridge\bridge_0013_b00_s1_j2.jpg,E:\Xray\Xray\pcb_xray_annotation_workspace\images\bridge\bridge_0013.jpg,"(853, 441, 1093, 681)"
train,bridge,E:\Xray\Xray\pcb_xray_annotation_workspace\bridge_roi_dataset\train\bridge\bridge_0013_b00_s1_j3.jpg,E:\Xray\Xray\pcb_xray_annotation_workspace\images\bridge\bridge_0013.jpg,"(824, 412, 1064, 652)"
train,bridge,E:\Xray\Xray\pcb_xray_annotation_workspace\bridge_roi_dataset\train\bridge\bridge_0013_b00_s1_j4.jpg,E:\Xray\Xray\pcb_xray_annotation_workspace\images\bridge\bridge_0013.jpg,"(824, 470, 1064, 710)"
train,bridge,E:\Xray\Xray\pcb_xray_annotation_workspace\bridge_roi_dataset\train\bridge\bridge_0013_b00_s2_j0.jpg,E:\Xray\Xray\pcb_xray_annotation_workspace\images\bridge\bridge_0013.jpg,"(794, 411, 1094, 711)"
train,bridge,E:\Xray\Xray\pcb_xray_annotation_workspace\bridge_roi_dataset\train\bridge\bridge_0013_b00_s2_j1.jpg,E:\Xray\Xray\pcb_xray_annotation_workspace\images\bridge\bridge_0013.jpg,"(758, 411, 1058, 711)"
train,bridge,E:\Xray\Xray\pcb_xray_annotation_workspace\bridge_roi_dataset\train\bridge\bridge_0013_b00_s2_j2.jpg,E:\Xray\Xray\pcb_xray_annotation_workspace\images\bridge\bridge_0013.jpg,"(830, 411, 1130, 711)"
train,bridge,E:\Xray\Xray\pcb_xray_annotation_workspace\bridge_roi_dataset\train\bridge\bridge_0013_b00_s2_j3.jpg,E:\Xray\Xray\pcb_xray_annotation_workspace\images\bridge\bridge_0013.jpg,"(794, 375, 1094, 675)"
train,bridge,E:\Xray\Xray\pcb_xray_annotation_workspace\bridge_roi_dataset\train\bridge\bridge_0013_b00_s2_j4.jpg,E:\Xray\Xray\pcb_xray_annotation_workspace\images\bridge\bridge_0013.jpg,"(794, 447, 1094, 747)"
train,bridge,E:\Xray\Xray\pcb_xray_annotation_workspace\bridge_roi_dataset\train\bridge\bridge_0025_b00_s0_j0.jpg,E:\Xray\Xray\pcb_xray_annotation_workspace\images\bridge\bridge_0025.jpg,"(606, 798, 1059, 1251)"
train,bridge,E:\Xray\Xray\pcb_xray_annotation_workspace\bridge_roi_dataset\train\bridge\bridge_0025_b00_s0_j1.jpg,E:\Xray\Xray\pcb_xray_annotation_workspace\images\bridge\bridge_0025.jpg,"(552, 798, 1005, 1251)"
train,bridge,E:\Xray\Xray\pcb_xray_annotation_workspace\bridge_roi_dataset\train\bridge\bridge_0025_b00_s0_j2.jpg,E:\Xray\Xray\pcb_xray_annotation_workspace\images\bridge\bridge_0025.jpg,"(660, 798, 1113, 1251)"
train,bridge,E:\Xray\Xray\pcb_xray_annotation_workspace\bridge_roi_dataset\train\bridge\bridge_0025_b00_s0_j3.jpg,E:\Xray\Xray\pcb_xray_annotation_workspace\images\bridge\bridge_0025.jpg,"(606, 744, 1059, 1197)"
train,bridge,E:\Xray\Xray\pcb_xray_annotation_workspace\bridge_roi_dataset\train\bridge\bridge_0025_b00_s0_j4.jpg,E:\Xray\Xray\pcb_xray_annotation_workspace\images\bridge\bridge_0025.jpg,"(606, 852, 1059, 1305)"
train,bridge,E:\Xray\Xray\pcb_xray_annotation_workspace\bridge_roi_dataset\train\bridge\bridge_0025_b00_s1_j0.jpg,E:\Xray\Xray\pcb_xray_annotation_workspace\images\bridge\bridge_0025.jpg,"(531, 722, 1135, 1326)"
train,bridge,E:\Xray\Xray\pcb_xray_annotation_workspace\bridge_roi_dataset\train\bridge\bridge_0025_b00_s1_j1.jpg,E:\Xray\Xray\pcb_xray_annotation_workspace\images\bridge\bridge_0025.jpg,"(458, 722, 1062, 1326)"
train,bridge,E:\Xray\Xray\pcb_xray_annotation_workspace\bridge_roi_dataset\train\bridge\bridge_0025_b00_s1_j2.jpg,E:\Xray\Xray\pcb_xray_annotation_workspace\images\bridge\bridge_0025.jpg,"(603, 722, 1207, 1326)"
train,bridge,E:\Xray\Xray\pcb_xray_annotation_workspace\bridge_roi_dataset\train\bridge\bridge_0025_b00_s1_j3.jpg,E:\Xray\Xray\pcb_xray_annotation_workspace\images\bridge\bridge_0025.jpg,"(531, 650, 1135, 1254)"
train,bridge,E:\Xray\Xray\pcb_xray_annotation_workspace\bridge_roi_dataset\train\bridge\bridge_0025_b00_s1_j4.jpg,E:\Xray\Xray\pcb_xray_annotation_workspace\images\bridge\bridge_0025.jpg,"(531, 795, 1135, 1399)"
train,bridge,E:\Xray\Xray\pcb_xray_annotation_workspace\bridge_roi_dataset\train\bridge\bridge_0025_b00_s2_j0.jpg,E:\Xray\Xray\pcb_xray_annotation_workspace\images\bridge\bridge_0025.jpg,"(455, 647, 1210, 1402)"
train,bridge,E:\Xray\Xray\pcb_xray_annotation_workspace\bridge_roi_dataset\train\bridge\bridge_0025_b00_s2_j1.jpg,E:\Xray\Xray\pcb_xray_annotation_workspace\images\bridge\bridge_0025.jpg,"(364, 647, 1119, 1402)"
train,bridge,E:\Xray\Xray\pcb_xray_annotation_workspace\bridge_roi_dataset\train\bridge\bridge_0025_b00_s2_j2.jpg,E:\Xray\Xray\pcb_xray_annotation_workspace\images\bridge\bridge_0025.jpg,"(546, 647, 1301, 1402)"
train,bridge,E:\Xray\Xray\pcb_xray_annotation_workspace\bridge_roi_dataset\train\bridge\bridge_0025_b00_s2_j3.jpg,E:\Xray\Xray\pcb_xray_annotation_workspace\images\bridge\bridge_0025.jpg,"(455, 556, 1210, 1311)"
train,bridge,E:\Xray\Xray\pcb_xray_annotation_workspace\bridge_roi_dataset\train\bridge\bridge_0025_b00_s2_j4.jpg,E:\Xray\Xray\pcb_xray_annotation_workspace\images\bridge\bridge_0025.jpg,"(455, 738, 1210, 1493)"
train,bridge,E:\Xray\Xray\pcb_xray_annotation_workspace\bridge_roi_dataset\train\bridge\bridge_0029_b00_s0_j0.jpg,E:\Xray\Xray\pcb_xray_annotation_workspace\images\bridge\bridge_0029.jpg,"(602, 761, 1075, 1234)"
train,bridge,E:\Xray\Xray\pcb_xray_annotation_workspace\bridge_roi_dataset\train\bridge\bridge_0029_b00_s0_j1.jpg,E:\Xray\Xray\pcb_xray_annotation_workspace\images\bridge\bridge_0029.jpg,"(545, 761, 1018, 1234)"
train,bridge,E:\Xray\Xray\pcb_xray_annotation_workspace\bridge_roi_dataset\train\bridge\bridge_0029_b00_s0_j2.jpg,E:\Xray\Xray\pcb_xray_annotation_workspace\images\bridge\bridge_0029.jpg,"(659, 761, 1132, 1234)"
train,bridge,E:\Xray\Xray\pcb_xray_annotation_workspace\bridge_roi_dataset\train\bridge\bridge_0029_b00_s0_j3.jpg,E:\Xray\Xray\pcb_xray_annotation_workspace\images\bridge\bridge_0029.jpg,"(602, 704, 1075, 1177)"
train,bridge,E:\Xray\Xray\pcb_xray_annotation_workspace\bridge_roi_dataset\train\bridge\bridge_0029_b00_s0_j4.jpg,E:\Xray\Xray\pcb_xray_annotation_workspace\images\bridge\bridge_0029.jpg,"(602, 818, 1075, 1291)"
train,bridge,E:\Xray\Xray\pcb_xray_annotation_workspace\bridge_roi_dataset\train\bridge\bridge_0029_b00_s1_j0.jpg,E:\Xray\Xray\pcb_xray_annotation_workspace\images\bridge\bridge_0029.jpg,"(524, 682, 1154, 1312)"
train,bridge,E:\Xray\Xray\pcb_xray_annotation_workspace\bridge_roi_dataset\train\bridge\bridge_0029_b00_s1_j1.jpg,E:\Xray\Xray\pcb_xray_annotation_workspace\images\bridge\bridge_0029.jpg,"(448, 682, 1078, 1312)"
train,bridge,E:\Xray\Xray\pcb_xray_annotation_workspace\bridge_roi_dataset\train\bridge\bridge_0029_b00_s1_j2.jpg,E:\Xray\Xray\pcb_xray_annotation_workspace\images\bridge\bridge_0029.jpg,"(599, 682, 1229, 1312)"
train,bridge,E:\Xray\Xray\pcb_xray_annotation_workspace\bridge_roi_dataset\train\bridge\bridge_0029_b00_s1_j3.jpg,E:\Xray\Xray\pcb_xray_annotation_workspace\images\bridge\bridge_0029.jpg,"(524, 607, 1154, 1237)"
train,bridge,E:\Xray\Xray\pcb_xray_annotation_workspace\bridge_roi_dataset\train\bridge\bridge_0029_b00_s1_j4.jpg,E:\Xray\Xray\pcb_xray_annotation_workspace\images\bridge\bridge_0029.jpg,"(524, 758, 1154, 1388)"
train,bridge,E:\Xray\Xray\pcb_xray_annotation_workspace\bridge_roi_dataset\train\bridge\bridge_0029_b00_s2_j0.jpg,E:\Xray\Xray\pcb_xray_annotation_workspace\images\bridge\bridge_0029.jpg,"(455, 613, 1223, 1381)"
train,bridge,E:\Xray\Xray\pcb_xray_annotation_workspace\bridge_roi_dataset\train\bridge\bridge_0029_b00_s2_j1.jpg,E:\Xray\Xray\pcb_xray_annotation_workspace\images\bridge\bridge_0029.jpg,"(362, 613, 1130, 1381)"
train,bridge,E:\Xray\Xray\pcb_xray_annotation_workspace\bridge_roi_dataset\train\bridge\bridge_0029_b00_s2_j2.jpg,E:\Xray\Xray\pcb_xray_annotation_workspace\images\bridge\bridge_0029.jpg,"(547, 613, 1315, 1381)"
train,bridge,E:\Xray\Xray\pcb_xray_annotation_workspace\bridge_roi_dataset\train\bridge\bridge_0029_b00_s2_j3.jpg,E:\Xray\Xray\pcb_xray_annotation_workspace\images\bridge\bridge_0029.jpg,"(455, 521, 1223, 1289)"
train,bridge,E:\Xray\Xray\pcb_xray_annotation_workspace\bridge_roi_dataset\train\bridge\bridge_0029_b00_s2_j4.jpg,E:\Xray\Xray\pcb_xray_annotation_workspace\images\bridge\bridge_0029.jpg,"(455, 705, 1223, 1473)"
train,bridge,E:\Xray\Xray\pcb_xray_annotation_workspace\bridge_roi_dataset\train\bridge\bridge_0029_b01_s0_j0.jpg,E:\Xray\Xray\pcb_xray_annotation_workspace\images\bridge\bridge_0029.jpg,"(613, 869, 1149, 1405)"
train,bridge,E:\Xray\Xray\pcb_xray_annotation_workspace\bridge_roi_dataset\train\bridge\bridge_0029_b01_s0_j1.jpg,E:\Xray\Xray\pcb_xray_annotation_workspace\images\bridge\bridge_0029.jpg,"(549, 869, 1085, 1405)"
train,bridge,E:\Xray\Xray\pcb_xray_annotation_workspace\bridge_roi_dataset\train\bridge\bridge_0029_b01_s0_j2.jpg,E:\Xray\Xray\pcb_xray_annotation_workspace\images\bridge\bridge_0029.jpg,"(677, 869, 1213, 1405)"
train,bridge,E:\Xray\Xray\pcb_xray_annotation_workspace\bridge_roi_dataset\train\bridge\bridge_0029_b01_s0_j3.jpg,E:\Xray\Xray\pcb_xray_annotation_workspace\images\bridge\bridge_0029.jpg,"(613, 804, 1149, 1340)"
train,bridge,E:\Xray\Xray\pcb_xray_annotation_workspace\bridge_roi_dataset\train\bridge\bridge_0029_b01_s0_j4.jpg,E:\Xray\Xray\pcb_xray_annotation_workspace\images\bridge\bridge_0029.jpg,"(613, 933, 1149, 1469)"
train,bridge,E:\Xray\Xray\pcb_xray_annotation_workspace\bridge_roi_dataset\train\bridge\bridge_0029_b01_s1_j0.jpg,E:\Xray\Xray\pcb_xray_annotation_workspace\images\bridge\bridge_0029.jpg,"(523, 779, 1238, 1494)"
train,bridge,E:\Xray\Xray\pcb_xray_annotation_workspace\bridge_roi_dataset\train\bridge\bridge_0029_b01_s1_j1.jpg,E:\Xray\Xray\pcb_xray_annotation_workspace\images\bridge\bridge_0029.jpg,"(438, 779, 1153, 1494)"
train,bridge,E:\Xray\Xray\pcb_xray_annotation_workspace\bridge_roi_dataset\train\bridge\bridge_0029_b01_s1_j2.jpg,E:\Xray\Xray\pcb_xray_annotation_workspace\images\bridge\bridge_0029.jpg,"(609, 779, 1324, 1494)"
train,bridge,E:\Xray\Xray\pcb_xray_annotation_workspace\bridge_roi_dataset\train\bridge\bridge_0029_b01_s1_j3.jpg,E:\Xray\Xray\pcb_xray_annotation_workspace\images\bridge\bridge_0029.jpg,"(523, 693, 1238, 1408)"
train,bridge,E:\Xray\Xray\pcb_xray_annotation_workspace\bridge_roi_dataset\train\bridge\bridge_0029_b01_s1_j4.jpg,E:\Xray\Xray\pcb_xray_annotation_workspace\images\bridge\bridge_0029.jpg,"(523, 865, 1238, 1580)"
train,bridge,E:\Xray\Xray\pcb_xray_annotation_workspace\bridge_roi_dataset\train\bridge\bridge_0029_b01_s2_j0.jpg,E:\Xray\Xray\pcb_xray_annotation_workspace\images\bridge\bridge_0029.jpg,"(497, 753, 1265, 1521)"
train,bridge,E:\Xray\Xray\pcb_xray_annotation_workspace\bridge_roi_dataset\train\bridge\bridge_0029_b01_s2_j1.jpg,E:\Xray\Xray\pcb_xray_annotation_workspace\images\bridge\bridge_0029.jpg,"(405, 753, 1173, 1521)"
train,bridge,E:\Xray\Xray\pcb_xray_annotation_workspace\bridge_roi_dataset\train\bridge\bridge_0029_b01_s2_j2.jpg,E:\Xray\Xray\pcb_xray_annotation_workspace\images\bridge\bridge_0029.jpg,"(589, 753, 1357, 1521)"
train,bridge,E:\Xray\Xray\pcb_xray_annotation_workspace\bridge_roi_dataset\train\bridge\bridge_0029_b01_s2_j3.jpg,E:\Xray\Xray\pcb_xray_annotation_workspace\images\bridge\bridge_0029.jpg,"(497, 661, 1265, 1429)"
train,bridge,E:\Xray\Xray\pcb_xray_annotation_workspace\bridge_roi_dataset\train\bridge\bridge_0029_b01_s2_j4.jpg,E:\Xray\Xray\pcb_xray_annotation_workspace\images\bridge\bridge_0029.jpg,"(497, 845, 1265, 1613)"
train,bridge,E:\Xray\Xray\pcb_xray_annotation_workspace\bridge_roi_dataset\train\bridge\bridge_0016_b00_s0_j0.jpg,E:\Xray\Xray\pcb_xray_annotation_workspace\images\bridge\bridge_0016.jpg,"(491, 880, 715, 1104)"
train,bridge,E:\Xray\Xray\pcb_xray_annotation_workspace\bridge_roi_dataset\train\bridge\bridge_0016_b00_s0_j1.jpg,E:\Xray\Xray\pcb_xray_annotation_workspace\images\bridge\bridge_0016.jpg,"(464, 880, 688, 1104)"
train,bridge,E:\Xray\Xray\pcb_xray_annotation_workspace\bridge_roi_dataset\train\bridge\bridge_0016_b00_s0_j2.jpg,E:\Xray\Xray\pcb_xray_annotation_workspace\images\bridge\bridge_0016.jpg,"(518, 880, 742, 1104)"
